query,target,fident,alnlen,qcov,tcov,evalue,bits,uniprot
rank00009_ca4_proteinbinders_0904_A,F1BYL6_2,0.174,166,0.949,0.161,3.032e-05,135,
rank00009_ca4_proteinbinders_0904_A,A0A1V0SBT4,0.131,210,0.954,0.75,3.635e-05,125,
rank00009_ca4_proteinbinders_0904_A,UPI0001B02AF6,0.138,161,0.84,0.958,3.635e-05,116,
rank00009_ca4_proteinbinders_0904_A,A0A3G5A1C3,0.134,215,0.937,0.714,4.63e-05,114,
rank00009_ca4_proteinbinders_0904_A,A0A7D3UWH2,0.071,177,0.92,0.989,6.266e-05,131,
rank00009_ca4_proteinbinders_0904_A,A0A3G4ZN84,0.137,219,0.96,0.559,7.072e-05,123,
rank00009_ca4_proteinbinders_0904_A,A0A8S5PR95,0.127,163,0.903,0.78,7.072e-05,122,
rank00009_ca4_proteinbinders_0904_A,A0A515HFK6_2,0.137,164,0.937,0.173,7.513e-05,134,
rank00009_ca4_proteinbinders_0904_A,A0A650BL51_1,0.133,175,0.989,0.152,7.513e-05,116,
rank00013_ca4_proteinbinders_4578_A,A0A345AXB5,0.192,114,0.722,0.119,9.616e-05,101,
rank00016_ca4_proteinbinders_1041_A,I1VXE4,0.106,187,1.0,0.599,5.734e-05,129,
rank00017_ca4_proteinbinders_0830_A,A0A516KXJ8_4,0.16,188,0.994,0.166,3.376e-05,118,
rank00019_ca4_proteinbinders_1933_A,A0A5J6VJN7,0.13,152,0.987,0.601,8.352e-05,117,
rank00021_ca4_proteinbinders_2504_A,A0A978RW52_3,0.117,151,0.993,0.098,4.593e-05,136,
rank00022_ca4_proteinbinders_2941_A,I1VXE4,0.19,180,0.972,0.577,1.757e-05,136,
rank00023_ca4_proteinbinders_3115_A,A0A8S5NHG1,0.154,147,0.842,0.341,6.581e-05,135,
rank00024_ca4_proteinbinders_0551_A,I1VXE4,0.18,187,1.0,0.599,1.021e-06,179,
rank00024_ca4_proteinbinders_0551_A,A0A8S5USZ9,0.141,197,0.966,0.568,8.714e-06,168,
rank00024_ca4_proteinbinders_0551_A,A0A4D6DXD4,0.198,173,0.949,0.549,1.512e-05,143,
rank00024_ca4_proteinbinders_0551_A,A0A385A0T8,0.234,156,0.86,0.474,2.322e-05,140,
rank00028_ca4_proteinbinders_4940_A,A0A5P8D2W6,0.184,186,0.988,0.574,5.018e-05,126,
rank00029_ca4_proteinbinders_4407_A,A0A7D3UWH2,0.149,170,0.916,0.95,4.01e-05,120,
rank00029_ca4_proteinbinders_4407_A,A0A2H4UVH6,0.076,225,1.0,0.821,5.53e-05,114,
rank00029_ca4_proteinbinders_4407_A,F8TUX0,0.155,152,0.91,0.305,8.133e-05,92,
rank00029_ca4_proteinbinders_4407_A,A0A3G4ZT21,0.124,170,0.994,0.988,8.673e-05,111,
rank00029_ca4_proteinbinders_4407_A,D2DJX8,0.147,165,0.988,0.34,9.862e-05,111,
rank00035_ca4_proteinbinders_3538_A,A0A7D3UWH2,0.133,177,0.949,0.989,8.764e-05,105,
rank00037_ca4_proteinbinders_4160_A,I1VXE4,0.176,182,0.989,0.583,9.764e-06,132,
rank00037_ca4_proteinbinders_4160_A,A0A5P8D2W6,0.172,187,0.989,0.577,2.832e-05,126,
rank00037_ca4_proteinbinders_4160_A,A0A4D6DXD4,0.135,179,0.994,0.568,4.391e-05,113,
rank00037_ca4_proteinbinders_4160_A,A0A8S5USZ9,0.103,197,0.989,0.568,9.31e-05,111,
rank00038_ca4_proteinbinders_0758_A,UPI0001BE641B,0.213,163,0.937,0.94,1.938e-07,201,
rank00038_ca4_proteinbinders_0758_A,A0A513QA02_1,0.142,182,0.994,0.174,2.062e-07,194,
rank00038_ca4_proteinbinders_0758_A,A0A513Q9S8,0.125,171,0.931,0.114,2.194e-07,204,
rank00038_ca4_proteinbinders_0758_A,A0A513QA57,0.137,170,0.925,0.408,2.641e-07,201,
rank00038_ca4_proteinbinders_0758_A,A0A513Q9Z0_1,0.137,171,0.931,0.126,2.809e-07,201,
rank00038_ca4_proteinbinders_0758_A,A0A513Q9Z7,0.136,171,0.931,0.135,2.809e-07,194,
rank00038_ca4_proteinbinders_0758_A,A0A2U9I5U9_1,0.241,170,0.966,0.144,2.809e-07,179,
rank00038_ca4_proteinbinders_0758_A,F1BYL6_2,0.202,170,0.977,0.166,3.382e-07,177,
rank00038_ca4_proteinbinders_0758_A,A0A0F6SKM6_1,0.18,154,0.879,0.116,3.598e-07,188,
rank00038_ca4_proteinbinders_0758_A,A0A3G1RFK0_2,0.161,171,0.931,0.125,4.331e-07,202,
rank00038_ca4_proteinbinders_0758_A,A0A513QA29_1,0.142,171,0.931,0.152,7.103e-07,189,
rank00038_ca4_proteinbinders_0758_A,A0A8S5PR95,0.157,169,0.937,0.809,7.556e-07,149,
rank00038_ca4_proteinbinders_0758_A,A0A513Q9W3,0.139,170,0.925,0.184,8.551e-07,192,
rank00038_ca4_proteinbinders_0758_A,A0A3G5AI47,0.143,183,0.925,0.543,9.676e-07,156,
rank00038_ca4_proteinbinders_0758_A,S5YGT4,0.168,164,0.943,0.105,1.029e-06,186,
rank00038_ca4_proteinbinders_0758_A,A0A513QA09,0.136,171,0.931,0.171,1.029e-06,183,
rank00038_ca4_proteinbinders_0758_A,A0A088DIE1_1,0.159,172,0.989,0.115,1.165e-06,173,
rank00038_ca4_proteinbinders_0758_A,P0C6F3_2,0.162,170,0.925,0.149,1.587e-06,188,
rank00038_ca4_proteinbinders_0758_A,L7Z9M9,0.151,174,1.0,0.121,1.688e-06,189,
rank00038_ca4_proteinbinders_0758_A,Q83354,0.181,164,0.943,0.146,2.032e-06,168,
rank00038_ca4_proteinbinders_0758_A,A0A0U2ERK4,0.245,146,0.839,0.906,2.162e-06,161,
rank00038_ca4_proteinbinders_0758_A,A0A2U9K508,0.159,177,0.925,0.203,2.603e-06,154,
rank00038_ca4_proteinbinders_0758_A,A0A8F6U9Q8_1,0.152,159,0.908,0.122,3.133e-06,171,
rank00038_ca4_proteinbinders_0758_A,W6A0I8_1,0.162,162,0.931,0.154,3.772e-06,153,
rank00038_ca4_proteinbinders_0758_A,A0A3G4ZT21,0.117,168,0.931,0.977,4.012e-06,142,
rank00038_ca4_proteinbinders_0758_A,D2DJX8,0.15,171,0.983,0.364,4.541e-06,162,
rank00038_ca4_proteinbinders_0758_A,A0A493R5F9_2,0.185,163,0.937,0.113,5.138e-06,175,
rank00038_ca4_proteinbinders_0758_A,W5ZZU1_1,0.181,162,0.931,0.156,5.138e-06,153,
rank00038_ca4_proteinbinders_0758_A,A0A866VUQ3_2,0.162,173,0.994,0.122,5.466e-06,174,
rank00038_ca4_proteinbinders_0758_A,A0A0K1L687,0.132,176,0.954,0.283,6.186e-06,155,
rank00038_ca4_proteinbinders_0758_A,A0A0N7EI25_1,0.134,165,0.948,0.183,6.58e-06,152,
rank00038_ca4_proteinbinders_0758_A,A0A1L3KK60_4,0.138,171,0.874,0.138,7.922e-06,148,
rank00038_ca4_proteinbinders_0758_A,A0A7S5ZP83_1,0.153,162,0.931,0.134,1.47e-05,143,
rank00038_ca4_proteinbinders_0758_A,D3W8N4_1,0.152,170,0.977,0.171,2.131e-05,147,
rank00038_ca4_proteinbinders_0758_A,UPI001CC332AE,0.206,153,0.879,0.326,2.131e-05,135,
rank00038_ca4_proteinbinders_0758_A,A0A7G9IR81_2,0.177,154,0.885,0.141,3.285e-05,137,
rank00038_ca4_proteinbinders_0758_A,P0C6T5_1,0.215,169,0.971,0.108,3.285e-05,132,
rank00038_ca4_proteinbinders_0758_A,A0A1L3KKA1_1,0.21,145,0.805,0.11,6.096e-05,139,
rank00039_ca4_proteinbinders_2134_A,A0A7D3UWH2,0.113,177,0.942,0.989,2.757e-05,143,
rank00042_ca4_proteinbinders_1544_A,A0A3G4ZV93,0.173,159,0.988,0.811,1.346e-05,146,
rank00042_ca4_proteinbinders_1544_A,W5S4M0,0.141,159,0.988,0.832,1.619e-05,140,
rank00042_ca4_proteinbinders_1544_A,A0A3G5AA80,0.132,161,0.975,0.826,2.341e-05,129,
rank00042_ca4_proteinbinders_1544_A,A0A2I2L4T3,0.181,169,0.988,0.741,7.078e-05,130,
rank00045_ca4_proteinbinders_0979_A,I1VXE4,0.171,187,1.0,0.599,3.251e-05,138,
rank00047_ca4_proteinbinders_1921_A,A0A873WHQ1,0.168,174,0.854,0.719,7.439e-05,119,
rank00050_ca4_proteinbinders_4486_A,A0A5P8D2W6,0.147,184,0.96,0.568,4.397e-05,134,
rank00050_ca4_proteinbinders_4486_A,A0A513PW51,0.158,176,0.96,0.548,6.022e-05,131,
rank00051_ca4_proteinbinders_2327_A,A0A1B3B077,0.161,166,0.949,0.963,7.295e-05,103,
rank00053_ca4_proteinbinders_0867_A,A0A5P8D2W6,0.158,190,0.994,0.586,7.579e-05,119,
rank00059_ca4_proteinbinders_1062_A,A0A2P0VNG4,0.164,148,0.974,0.388,6.893e-05,135,
rank00060_ca4_proteinbinders_2908_A,A0A513QA57,0.17,180,0.983,0.432,2.12e-06,151,
rank00060_ca4_proteinbinders_2908_A,A0A513QA09,0.164,182,0.994,0.182,5.293e-06,146,
rank00060_ca4_proteinbinders_2908_A,A0A513QA29_1,0.136,181,0.983,0.161,9.529e-06,139,
rank00060_ca4_proteinbinders_2908_A,A0A513QA02_1,0.166,182,0.994,0.174,1.159e-05,137,
rank00060_ca4_proteinbinders_2908_A,A0A2H4UW38,0.125,171,0.896,0.707,3.089e-05,122,
rank00060_ca4_proteinbinders_2908_A,A0A3G1RFK0_2,0.164,182,0.994,0.133,3.758e-05,125,
rank00060_ca4_proteinbinders_2908_A,A0A6F8QHA1_3,0.116,171,0.988,0.113,4.011e-05,124,
rank00060_ca4_proteinbinders_2908_A,D2DJX8,0.148,170,0.983,0.364,4.282e-05,131,
rank00060_ca4_proteinbinders_2908_A,P0C6F3_2,0.138,181,0.983,0.158,4.571e-05,131,
rank00065_ca4_proteinbinders_2934_A,A0A2I2L4T3,0.15,171,0.988,0.75,5.473e-05,126,
rank00065_ca4_proteinbinders_2934_A,A0A2H4UV28,0.109,178,0.988,0.784,7.941e-05,118,
rank00066_ca4_proteinbinders_2252_A,A0A8K1XB90_1,0.123,156,0.886,0.095,1.536e-05,127,
rank00066_ca4_proteinbinders_2252_A,A0A0N9S0X2,0.134,167,0.949,0.638,2.224e-05,128,
rank00066_ca4_proteinbinders_2252_A,A0A345AWV0,0.117,154,0.875,0.665,3.028e-05,124,
rank00066_ca4_proteinbinders_2252_A,A0A0F6SKM6_1,0.129,166,0.943,0.121,3.425e-05,120,
rank00066_ca4_proteinbinders_2252_A,A0A0K1L687,0.134,175,0.983,0.282,3.643e-05,114,
rank00066_ca4_proteinbinders_2252_A,A0A345MSD6,0.144,155,0.881,0.423,4.121e-05,121,
rank00066_ca4_proteinbinders_2252_A,Q89241,0.126,175,0.994,0.107,4.959e-05,117,
rank00066_ca4_proteinbinders_2252_A,A0A513QA29_1,0.142,177,0.983,0.158,5.967e-05,125,
rank00066_ca4_proteinbinders_2252_A,A0A513Q9Z7,0.134,177,0.983,0.14,7.179e-05,125,
rank00066_ca4_proteinbinders_2252_A,A0A513Q9Z0_1,0.142,177,0.983,0.131,7.636e-05,122,
rank00066_ca4_proteinbinders_2252_A,A0A513QA57,0.149,173,0.966,0.415,8.638e-05,124,
rank00066_ca4_proteinbinders_2252_A,A0A3G4ZT21,0.111,153,0.773,0.89,9.188e-05,117,
rank00067_ca4_proteinbinders_2161_A,A0A6C0R1B8,0.188,152,0.993,0.826,7.399e-05,125,
rank00072_ca4_proteinbinders_0942_A,A0A248SJB6_3,0.111,167,0.988,0.162,5.856e-05,99,
rank00072_ca4_proteinbinders_0942_A,A0A3G4ZV93,0.133,161,0.988,0.811,7.566e-05,118,
rank00072_ca4_proteinbinders_0942_A,W5S4W5,0.147,160,0.982,0.84,9.775e-05,105,
rank00074_ca4_proteinbinders_1688_A,A0A8S5QQY7,0.142,184,0.994,0.953,1.634e-05,182,
rank00074_ca4_proteinbinders_1688_A,A0A6G8R5V1,0.117,175,0.994,0.85,9.768e-05,119,
rank00077_ca4_proteinbinders_1415_A,UPI0001B02AF6,0.138,166,0.988,0.935,4.858e-06,169,
rank00077_ca4_proteinbinders_1415_A,F2YI09,0.141,165,0.982,0.295,6.16e-06,163,
rank00077_ca4_proteinbinders_1415_A,A0A7D3UWH2,0.138,177,0.958,0.989,6.936e-06,163,
rank00077_ca4_proteinbinders_1415_A,A0A3G4ZT21,0.097,171,0.976,0.994,7.36e-06,156,
rank00077_ca4_proteinbinders_1415_A,A0A515HFK6_2,0.158,167,0.994,0.174,1.115e-05,161,
rank00077_ca4_proteinbinders_1415_A,A0A513QA57,0.098,170,0.976,0.408,1.5e-05,156,
rank00077_ca4_proteinbinders_1415_A,UPI00028BC7BA,0.139,165,0.982,0.233,2.019e-05,152,
rank00077_ca4_proteinbinders_1415_A,A0A513Q9Z7,0.11,172,0.988,0.136,2.716e-05,156,
rank00077_ca4_proteinbinders_1415_A,A0A8S5PR95,0.171,165,0.97,0.789,2.882e-05,137,
rank00077_ca4_proteinbinders_1415_A,A0A0K1L687,0.102,172,0.982,0.277,3.059e-05,140,
rank00077_ca4_proteinbinders_1415_A,A0A2U9K508,0.148,165,0.863,0.189,3.444e-05,138,
rank00077_ca4_proteinbinders_1415_A,A0A3G1RFK0_2,0.088,171,0.982,0.125,5.218e-05,150,
rank00077_ca4_proteinbinders_1415_A,A0A513QA29_1,0.1,171,0.982,0.152,5.218e-05,149,
rank00077_ca4_proteinbinders_1415_A,A0A513Q9S8,0.098,171,0.982,0.114,5.218e-05,149,
rank00077_ca4_proteinbinders_1415_A,A0A513Q9Z0_1,0.111,171,0.982,0.126,5.876e-05,148,
rank00077_ca4_proteinbinders_1415_A,A0A513QA09,0.105,171,0.982,0.171,7.021e-05,146,
rank00077_ca4_proteinbinders_1415_A,A0A3G5AI47,0.111,184,0.982,0.546,7.021e-05,141,
rank00077_ca4_proteinbinders_1415_A,M1KGF7,0.131,167,0.994,0.119,7.021e-05,140,
rank00077_ca4_proteinbinders_1415_A,A0A513Q9W3,0.1,170,0.976,0.184,7.906e-05,146,
rank00077_ca4_proteinbinders_1415_A,A0A345AWV0,0.13,149,0.875,0.648,8.389e-05,139,
rank00077_ca4_proteinbinders_1415_A,Q2V9W5,0.097,165,0.982,0.29,8.389e-05,134,
rank00077_ca4_proteinbinders_1415_A,A0A513QA02_1,0.105,171,0.982,0.164,8.902e-05,144,
rank00081_ca4_proteinbinders_3119_A,A0A889IQE1,0.111,155,0.981,0.329,3.884e-05,122,
rank00083_ca4_proteinbinders_0383_A,Q8QNA6,0.105,163,0.988,0.148,5.063e-05,140,
rank00084_ca4_proteinbinders_0714_A,A0A8S5LY51,0.213,142,0.986,0.406,2.899e-05,145,
rank00084_ca4_proteinbinders_0714_A,A0A6G8R5V1,0.143,173,0.979,0.84,4.83e-05,140,
rank00084_ca4_proteinbinders_0714_A,A0A8S5QQY7,0.127,179,0.986,0.927,6.234e-05,143,
rank00089_ca4_proteinbinders_2478_A,A0A2H4UV28,0.123,179,0.994,0.789,3.7e-06,140,
rank00089_ca4_proteinbinders_2478_A,W5S4M0,0.161,162,0.988,0.848,6.545e-05,102,
rank00091_ca4_proteinbinders_3594_A,A0A513QA29_1,0.207,174,0.977,0.155,1.871e-05,146,
rank00091_ca4_proteinbinders_3594_A,A0A513Q9Z7,0.197,175,0.983,0.139,2.246e-05,143,
rank00091_ca4_proteinbinders_3594_A,A0A513QA57,0.177,172,0.966,0.412,2.866e-05,141,
rank00091_ca4_proteinbinders_3594_A,A0A513QA09,0.196,175,0.983,0.175,4.667e-05,136,
rank00091_ca4_proteinbinders_3594_A,A0A0F6SKM6_1,0.145,162,0.926,0.118,6.329e-05,113,
rank00092_ca4_proteinbinders_0441_A,A0A6J5RW92,0.138,186,0.977,0.412,3.337e-05,124,
rank00092_ca4_proteinbinders_0441_A,A0A8S5USZ9,0.089,197,0.989,0.568,4.936e-05,115,
rank00092_ca4_proteinbinders_0441_A,Q94MU6,0.175,153,0.864,0.905,5.269e-05,90,
rank00095_ca4_proteinbinders_4866_A,A0A1X9SGW8,0.135,153,0.855,0.591,6.609e-05,95,
rank00095_ca4_proteinbinders_4866_A,D2XAL2,0.168,155,0.866,0.64,9.092e-05,97,
rank00096_ca4_proteinbinders_4163_A,I1VXE4,0.135,184,0.983,0.59,8.207e-05,133,
rank00098_ca4_proteinbinders_1421_A,A0A8S5USZ9,0.1,191,0.949,0.55,3.368e-05,132,
rank00099_ca4_proteinbinders_2323_A,A0A513Q9W3,0.147,178,0.989,0.193,3.359e-05,129,
rank00099_ca4_proteinbinders_2323_A,A0A513Q9Z0_1,0.119,176,0.994,0.13,4.021e-05,129,
rank00099_ca4_proteinbinders_2323_A,A0A1L3KK00_1,0.144,177,0.989,0.218,6.114e-05,112,
rank00099_ca4_proteinbinders_2323_A,A0A513QA57,0.154,171,0.977,0.405,7.769e-05,127,
rank00101_ca4_proteinbinders_3829_A,E2IL54,0.156,161,0.887,0.478,9.76e-05,115,
