query,target,evalue,lddt,pdb_id,chain,SCIENTIFIC_NAME
rank00001_ca4_proteinbinders_0004_A,4hh0-assembly1_A,0.8683,0.3805,4hh0,A,Cereibacter sphaeroides
rank00001_ca4_proteinbinders_0004_A,4hh1-assembly1_A,1.495,0.3799,4hh1,A,Cereibacter sphaeroides
rank00001_ca4_proteinbinders_0004_A,1vc1-assembly1_B,1.791,0.3754,1vc1,B,Thermotoga maritima
rank00001_ca4_proteinbinders_0004_A,7dy2-assembly2_H,1.903,0.3704,7dy2,H,Synechococcus elongatus PCC 7942 = FACHB-805
rank00001_ca4_proteinbinders_0004_A,4jgi-assembly3_A,0.1116,0.3638,4jgi,A,Desulfitobacterium hafniense
rank00001_ca4_proteinbinders_0004_A,8ih8-assembly1_A,0.05744,0.361,8ih8,A,Mycobacterium tuberculosis H37Rv
rank00001_ca4_proteinbinders_0004_A,4rsh-assembly3_C,7.484,0.3608,4rsh,C,Desulfitobacterium hafniense DCB-2
rank00001_ca4_proteinbinders_0004_A,1ji0-assembly1_A,4.705,0.3588,1ji0,A,Thermotoga maritima
rank00001_ca4_proteinbinders_0004_A,7v3x-assembly1_D,0.9223,0.3583,7v3x,D,Synechococcus elongatus PCC 7942 = FACHB-805
rank00001_ca4_proteinbinders_0004_A,7c23-assembly1_B,0.09888,0.3571,7c23,B,Croceicoccus marinus
rank00001_ca4_proteinbinders_0004_A,5yz8-assembly1_D,1.588,0.3542,5yz8,D,Synechococcus elongatus PCC 7942 = FACHB-805
rank00001_ca4_proteinbinders_0004_A,3dfi-assembly1_A,1.174,0.3524,3dfi,A,Actinoplanes teichomyceticus
rank00001_ca4_proteinbinders_0004_A,8sse-assembly1_E,0.1921,0.3523,8sse,E,Thermus thermophilus HB8
rank00001_ca4_proteinbinders_0004_A,7dy1-assembly1_C,0.2445,0.3494,7dy1,C,Thermosynechococcus vestitus BP-1
rank00001_ca4_proteinbinders_0004_A,3oir-assembly1_A,2.573,0.3482,3oir,A,Wolinella succinogenes
rank00001_ca4_proteinbinders_0004_A,6m36-assembly1_H,5.309,0.3463,6m36,H,Bacillus subtilis subsp. subtilis str. 168
rank00001_ca4_proteinbinders_0004_A,6vlc-assembly2_D,6.362,0.345,6vlc,D,Neisseria meningitidis Z2491
rank00001_ca4_proteinbinders_0004_A,6vlc-assembly1_A,0.9797,0.3441,6vlc,A,Neisseria meningitidis Z2491
rank00001_ca4_proteinbinders_0004_A,7dye-assembly1_A,2.422,0.343,7dye,A,Synechococcus elongatus PCC 7942 = FACHB-805
rank00001_ca4_proteinbinders_0004_A,7c1o-assembly1_A,0.03765,0.3408,7c1o,A,Aquifex aeolicus VF5
rank00001_ca4_proteinbinders_0004_A,4g9i-assembly1_A,6.362,0.3392,4g9i,A,Thermococcus kodakarensis KOD1
rank00001_ca4_proteinbinders_0004_A,4tlc-assembly1_B,0.4209,0.3383,4tlc,B,Synechococcus elongatus PCC 7942 = FACHB-805
rank00001_ca4_proteinbinders_0004_A,4d8z-assembly1_A,4.17,0.3383,4d8z,A,Bacillus anthracis str. A2012
rank00001_ca4_proteinbinders_0004_A,4gm6-assembly1_F,6.362,0.338,4gm6,F,Listeria grayi DSM 20601
rank00001_ca4_proteinbinders_0004_A,3v5o-assembly1_A,5.99,0.3377,3v5o,A,Bacillus anthracis str. A0248
rank00001_ca4_proteinbinders_0004_A,4nir-assembly2_B,6.758,0.337,4nir,B,Bacillus anthracis
rank00001_ca4_proteinbinders_0004_A,7z15-assembly1_K,0.8175,0.3368,7z15,K,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,5lj6-assembly1_A,3.696,0.3358,5lj6,A,Aggregatibacter actinomycetemcomitans
rank00001_ca4_proteinbinders_0004_A,6f2c-assembly2_G,4.17,0.3356,6f2c,G,Bacillus subtilis subsp. subtilis str. 168
rank00001_ca4_proteinbinders_0004_A,8ssc-assembly1_A,1.407,0.3352,8ssc,A,Thermus thermophilus HB8
rank00001_ca4_proteinbinders_0004_A,1mzr-assembly1_A,1.105,0.335,1mzr,A,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,5hek-assembly3_D,0.1509,0.3349,5hek,D,Helicobacter pylori 26695
rank00001_ca4_proteinbinders_0004_A,1vhd-assembly1_B,1.174,0.3347,1vhd,B,Thermotoga maritima
rank00001_ca4_proteinbinders_0004_A,4rzt-assembly1_A,3.926,0.3336,4rzt,A,Escherichia coli DH1
rank00001_ca4_proteinbinders_0004_A,6m36-assembly1_F,6.758,0.3329,6m36,F,Bacillus subtilis subsp. subtilis str. 168
rank00001_ca4_proteinbinders_0004_A,1wv2-assembly1_B,5.99,0.3323,1wv2,B,Pseudomonas aeruginosa
rank00001_ca4_proteinbinders_0004_A,2x9l-assembly1_A,3.926,0.3317,2x9l,A,Actinoplanes teichomyceticus
rank00001_ca4_proteinbinders_0004_A,2w27-assembly1_B,9.139,0.3312,2w27,B,Bacillus subtilis
rank00001_ca4_proteinbinders_0004_A,8g34-assembly1_6,1.687,0.3296,8g34,6,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,6vlc-assembly1_B,2.733,0.3288,6vlc,B,Neisseria meningitidis Z2491
rank00001_ca4_proteinbinders_0004_A,3vqt-assembly5_B,0.1185,0.3278,3vqt,B,Nitratidesulfovibrio vulgaris str. 'Miyazaki F'
rank00001_ca4_proteinbinders_0004_A,7yla-assembly1_6,2.021,0.3261,7yla,6,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,3b3d-assembly2_B,4.17,0.325,3b3d,B,Bacillus subtilis
rank00001_ca4_proteinbinders_0004_A,7dy2-assembly2_I,0.6421,0.3248,7dy2,I,Synechococcus elongatus PCC 7942 = FACHB-805
rank00001_ca4_proteinbinders_0004_A,2e2o-assembly1_A,0.9223,0.3247,2e2o,A,Sulfurisphaera tokodaii
rank00001_ca4_proteinbinders_0004_A,2xad-assembly3_C,2.147,0.3244,2xad,C,Actinoplanes teichomyceticus
rank00001_ca4_proteinbinders_0004_A,4g9i-assembly6_F,8.1,0.324,4g9i,F,Thermococcus kodakarensis KOD1
rank00001_ca4_proteinbinders_0004_A,6iiy-assembly1_A,6.758,0.324,6iiy,A,Actinoplanes teichomyceticus
rank00001_ca4_proteinbinders_0004_A,2wzm-assembly2_B,1.247,0.3237,2wzm,B,Mycolicibacterium smegmatis MC2 155
rank00001_ca4_proteinbinders_0004_A,1tww-assembly1_A,2.021,0.3228,1tww,A,Bacillus anthracis str. A2012
rank00001_ca4_proteinbinders_0004_A,2yjq-assembly1_A,3.276,0.3227,2yjq,A,Paenibacillus polymyxa
rank00001_ca4_proteinbinders_0004_A,5d3z-assembly1_A,0.204,0.3223,5d3z,A,Saccharopolyspora erythraea
rank00001_ca4_proteinbinders_0004_A,3gxh-assembly3_B,2.021,0.322,3gxh,B,Shewanella putrefaciens CN-32
rank00001_ca4_proteinbinders_0004_A,3zmr-assembly2_B,1.588,0.3214,3zmr,B,Bacteroides ovatus
rank00001_ca4_proteinbinders_0004_A,3tyc-assembly2_B,3.084,0.3208,3tyc,B,Bacillus anthracis str. A2012
rank00001_ca4_proteinbinders_0004_A,3qf7-assembly3_A,0.1259,0.3207,3qf7,A,Thermotoga maritima
rank00001_ca4_proteinbinders_0004_A,9jkp-assembly1_B,0.09888,0.3206,9jkp,B,Staphylococcus aureus subsp. aureus NCTC 8325
rank00001_ca4_proteinbinders_0004_A,4d9p-assembly2_B,3.084,0.3199,4d9p,B,Bacillus anthracis str. A2012
rank00001_ca4_proteinbinders_0004_A,6iru-assembly1_A,0.3962,0.3198,6iru,A,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539
rank00001_ca4_proteinbinders_0004_A,1tws-assembly2_B,3.276,0.3193,1tws,B,Bacillus anthracis str. A2012
rank00001_ca4_proteinbinders_0004_A,3ctp-assembly1_B,0.6821,0.319,3ctp,B,Alkaliphilus metalliredigens QYMF
rank00001_ca4_proteinbinders_0004_A,2xad-assembly4_D,1.687,0.3187,2xad,D,Actinoplanes teichomyceticus
rank00001_ca4_proteinbinders_0004_A,2muc-assembly1_A,3.696,0.3185,2muc,A,Pseudomonas putida
rank00001_ca4_proteinbinders_0004_A,3kow-assembly4_B,0.04512,0.3184,3kow,B,Acetoanaerobium sticklandii
rank00001_ca4_proteinbinders_0004_A,2f46-assembly2_B,3.48,0.3179,2f46,B,Neisseria meningitidis Z2491
rank00001_ca4_proteinbinders_0004_A,3bof-assembly1_B,8.1,0.3177,3bof,B,Thermotoga maritima
rank00001_ca4_proteinbinders_0004_A,5xu1-assembly1_B,3.696,0.3176,5xu1,B,Streptococcus pneumoniae R6
rank00001_ca4_proteinbinders_0004_A,1k77-assembly1_A,1.174,0.317,1k77,A,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,3ttf-assembly1_A,9.139,0.3168,3ttf,A,Escherichia coli O157:H7
rank00001_ca4_proteinbinders_0004_A,3h23-assembly1_A,3.48,0.3165,3h23,A,Bacillus anthracis str. A2012
rank00001_ca4_proteinbinders_0004_A,8q58-assembly1_A,7.625,0.3163,8q58,A,Hafnia paralvei
rank00001_ca4_proteinbinders_0004_A,4nhv-assembly2_B,3.084,0.3161,4nhv,B,Bacillus anthracis
rank00001_ca4_proteinbinders_0004_A,6zww-assembly1_A,0.8683,0.3159,6zww,A,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,1idc-assembly1_A,6.362,0.3159,1idc,A,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,8d5h-assembly2_B,7.625,0.3159,8d5h,B,uncultured bacterium
rank00001_ca4_proteinbinders_0004_A,2aa4-assembly1_B,3.926,0.3157,2aa4,B,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,6iru-assembly2_B,0.8683,0.3156,6iru,B,Deinococcus radiodurans R1 = ATCC 13939 = DSM 20539
rank00001_ca4_proteinbinders_0004_A,4hb7-assembly1_B,0.2759,0.3154,4hb7,B,Staphylococcus aureus subsp. aureus Mu50
rank00001_ca4_proteinbinders_0004_A,2yz2-assembly1_A,1.325,0.3151,2yz2,A,Thermotoga maritima MSB8
rank00001_ca4_proteinbinders_0004_A,6jdo-assembly1_A,4.43,0.3151,6jdo,A,Pasteurella multocida
rank00001_ca4_proteinbinders_0004_A,8btg-assembly1_B,0.7696,0.3149,8btg,B,Bacillus subtilis
rank00001_ca4_proteinbinders_0004_A,4w9m-assembly1_E,0.8175,0.3148,4w9m,E,Thermotoga maritima MSB8
rank00001_ca4_proteinbinders_0004_A,8ssd-assembly1_C,0.1337,0.3137,8ssd,C,Thermus thermophilus HB8
rank00001_ca4_proteinbinders_0004_A,1cr2-assembly1_A,5.99,0.3137,1cr2,A,Escherichia phage T7
rank00001_ca4_proteinbinders_0004_A,1twz-assembly2_B,3.696,0.3135,1twz,B,Bacillus anthracis str. A2012
rank00001_ca4_proteinbinders_0004_A,8urk-assembly1_B,3.48,0.3134,8urk,B,Burkholderia cenocepacia
rank00001_ca4_proteinbinders_0004_A,4w9m-assembly2_K,0.2302,0.3122,4w9m,K,Thermotoga maritima MSB8
rank00001_ca4_proteinbinders_0004_A,4db3-assembly1_A,5.639,0.3115,4db3,A,Vibrio vulnificus
rank00001_ca4_proteinbinders_0004_A,2dqw-assembly1_A,6.758,0.3115,2dqw,A,Thermus thermophilus HB8
rank00001_ca4_proteinbinders_0004_A,1g60-assembly1_B,0.2445,0.3114,1g60,B,Moraxella bovis
rank00001_ca4_proteinbinders_0004_A,7ess-assembly1_B,9.707,0.3112,7ess,B,Mycobacterium tuberculosis H37Rv
rank00001_ca4_proteinbinders_0004_A,8uu8-assembly1_v,0.7696,0.3111,8uu8,V,Listeria innocua
rank00001_ca4_proteinbinders_0004_A,5req-assembly1_A,0.2167,0.3104,5req,A,Propionibacterium freudenreichii subsp. shermanii
rank00001_ca4_proteinbinders_0004_A,4p7o-assembly1_A,4.43,0.3099,4p7o,A,Escherichia coli K-12
rank00001_ca4_proteinbinders_0004_A,7p9y-assembly1_AAA,7.625,0.3097,7p9y,AAA,Plesiomonas shigelloides 302-73
rank00001_ca4_proteinbinders_0004_A,3co5-assembly1_B,0.6421,0.3096,3co5,B,Neisseria gonorrhoeae FA 1090
rank00001_ca4_proteinbinders_0004_A,6ofw-assembly1_A,5.639,0.3094,6ofw,A,Xanthomonas albilineans GPE PC73
rank00001_ca4_proteinbinders_0004_A,3dfm-assembly1_A,1.325,0.3087,3dfm,A,Actinoplanes teichomyceticus
rank00001_ca4_proteinbinders_0004_A,4o1e-assembly1_B,5.309,0.3085,4o1e,B,Desulfitobacterium hafniense DCB-2
rank00001_ca4_proteinbinders_0004_A,5z5b-assembly3_C,0.03141,0.308,5z5b,C,Thermococcus kodakarensis KOD1
rank00001_ca4_proteinbinders_0004_A,6clu-assembly6_D,0.03337,0.3075,6clu,D,Staphylococcus aureus
rank00001_ca4_proteinbinders_0004_A,1itw-assembly4_D,9.139,0.3074,1itw,D,Azotobacter vinelandii
rank00001_ca4_proteinbinders_0004_A,6clv-assembly3_C,0.04793,0.307,6clv,C,Staphylococcus aureus
rank00001_ca4_proteinbinders_0004_A,3zgx-assembly1_B,0.6421,0.3067,3zgx,B,Bacillus subtilis
rank00001_ca4_proteinbinders_0004_A,5jq9-assembly1_B,7.625,0.3066,5jq9,B,Yersinia pestis KIM D27
rank00001_ca4_proteinbinders_0004_A,8q57-assembly1_A,5.639,0.3065,8q57,A,Yersinia aldovae
rank00001_ca4_proteinbinders_0004_A,3zgx-assembly1_A,0.4471,0.3063,3zgx,A,Bacillus subtilis
rank00001_ca4_proteinbinders_0004_A,3r8f-assembly1_D,0.1702,0.3059,3r8f,D,Aquifex aeolicus
rank00001_ca4_proteinbinders_0004_A,6xgz-assembly2_D,2.422,0.3056,6xgz,D,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,6clu-assembly6_C,0.08764,0.3054,6clu,C,Staphylococcus aureus
rank00001_ca4_proteinbinders_0004_A,8po6-assembly1_A,1.903,0.3044,8po6,A,Escherichia coli K-12
rank00001_ca4_proteinbinders_0004_A,2d3w-assembly1_B,7.625,0.3035,2d3w,B,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,7dy2-assembly1_C,0.09309,0.3034,7dy2,C,Synechococcus elongatus PCC 7942 = FACHB-805
rank00001_ca4_proteinbinders_0004_A,4d9p-assembly1_A,6.758,0.3034,4d9p,A,Bacillus anthracis str. A2012
rank00001_ca4_proteinbinders_0004_A,1wv2-assembly1_A,4.17,0.3033,1wv2,A,Pseudomonas aeruginosa
rank00001_ca4_proteinbinders_0004_A,1tht-assembly1_A,7.179,0.3027,1tht,A,Vibrio harveyi
rank00001_ca4_proteinbinders_0004_A,1e69-assembly5_E,6.758,0.3024,1e69,E,Thermotoga maritima
rank00001_ca4_proteinbinders_0004_A,8bd6-assembly1_A,2.903,0.3022,8bd6,A,Scytonema hofmannii
rank00001_ca4_proteinbinders_0004_A,1wf3-assembly1_A,0.1337,0.3016,1wf3,A,Thermus thermophilus HB8
rank00001_ca4_proteinbinders_0004_A,4p7o-assembly2_B,5.309,0.3015,4p7o,B,Escherichia coli K-12
rank00001_ca4_proteinbinders_0004_A,6clv-assembly6_B,0.1185,0.3012,6clv,B,Staphylococcus aureus
rank00001_ca4_proteinbinders_0004_A,6km9-assembly1_A,0.2597,0.3007,6km9,A,Vibrio vulnificus CMCP6
rank00001_ca4_proteinbinders_0004_A,3c3k-assembly1_B,0.8175,0.3005,3c3k,B,Actinobacillus succinogenes 130Z
rank00001_ca4_proteinbinders_0004_A,1wls-assembly1_B,2.147,0.3004,1wls,B,Pyrococcus horikoshii
rank00001_ca4_proteinbinders_0004_A,1c8x-assembly1_A,6.362,0.2995,1c8x,A,Streptomyces plicatus
rank00001_ca4_proteinbinders_0004_A,8bbi-assembly2_B,4.705,0.2995,8bbi,B,Pseudothermotoga thermarum DSM 5069
rank00001_ca4_proteinbinders_0004_A,4zda-assembly1_B,9.707,0.2991,4zda,B,Mycolicibacterium smegmatis
rank00001_ca4_proteinbinders_0004_A,4lda-assembly8_H,0.4209,0.299,4lda,H,Pseudomonas aeruginosa PAO1
rank00001_ca4_proteinbinders_0004_A,4v2x-assembly1_A,4.705,0.2988,4v2x,A,Halalkalibacterium halodurans
rank00001_ca4_proteinbinders_0004_A,6oxd-assembly1_A,0.8175,0.2987,6oxd,A,Mycobacterium tuberculosis
rank00001_ca4_proteinbinders_0004_A,2dzb-assembly1_B,9.707,0.2985,2dzb,B,Thermus thermophilus
rank00001_ca4_proteinbinders_0004_A,1ad4-assembly1_A,2.281,0.2982,1ad4,A,Staphylococcus aureus
rank00001_ca4_proteinbinders_0004_A,1x0l-assembly1_A,4.43,0.2975,1x0l,A,Thermus thermophilus
rank00001_ca4_proteinbinders_0004_A,6lky-assembly1_B,4.998,0.2956,6lky,B,Methylococcus capsulatus str. Bath
rank00001_ca4_proteinbinders_0004_A,7ch7-assembly1_F,2.903,0.2955,7ch7,F,Escherichia coli K-12
rank00001_ca4_proteinbinders_0004_A,7pla-assembly1_A,2.573,0.2954,7pla,A,Scytonema hofmannii
rank00001_ca4_proteinbinders_0004_A,1saz-assembly1_A,3.48,0.2954,1saz,A,Thermotoga maritima
rank00001_ca4_proteinbinders_0004_A,7y1u-assembly1_A,6.362,0.2954,7y1u,A,Campylobacter corcagiensis
rank00001_ca4_proteinbinders_0004_A,2wjh-assembly2_B,0.01196,0.2951,2wjh,B,Methanocaldococcus jannaschii
rank00001_ca4_proteinbinders_0004_A,8kab-assembly1_h,1.588,0.2949,8kab,H,Mycolicibacterium smegmatis MC2 155
rank00001_ca4_proteinbinders_0004_A,4yly-assembly2_B,0.03999,0.2947,4yly,B,Staphylococcus aureus
rank00001_ca4_proteinbinders_0004_A,3a1t-assembly1_A,0.01938,0.2944,3a1t,A,Thermotoga maritima
rank00001_ca4_proteinbinders_0004_A,2e9a-assembly1_B,8.1,0.2939,2e9a,B,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,5jvf-assembly1_A,1.687,0.2937,5jvf,A,Pseudomonas aeruginosa PAO1
rank00001_ca4_proteinbinders_0004_A,1mna-assembly1_A,1.495,0.2935,1mna,A,Streptomyces venezuelae
rank00001_ca4_proteinbinders_0004_A,2hcb-assembly1_C,3.926,0.2932,2hcb,C,Aquifex aeolicus
rank00001_ca4_proteinbinders_0004_A,3w5i-assembly1_A,0.09309,0.293,3w5i,A,Gallionella capsiferriformans ES-2
rank00001_ca4_proteinbinders_0004_A,5bq5-assembly3_C,0.6045,0.2915,5bq5,C,Geobacillus stearothermophilus
rank00001_ca4_proteinbinders_0004_A,2w58-assembly1_B,7.179,0.2911,2w58,B,Geobacillus kaustophilus HTA426
rank00001_ca4_proteinbinders_0004_A,6clu-assembly5_A,0.2759,0.2908,6clu,A,Staphylococcus aureus
rank00001_ca4_proteinbinders_0004_A,9d85-assembly1_K,0.5358,0.2907,9d85,K,Methanocaldococcus jannaschii
rank00001_ca4_proteinbinders_0004_A,4o1f-assembly1_A,5.99,0.2906,4o1f,A,Desulfitobacterium hafniense DCB-2
rank00001_ca4_proteinbinders_0004_A,4lda-assembly7_G,3.696,0.2904,4lda,G,Pseudomonas aeruginosa PAO1
rank00001_ca4_proteinbinders_0004_A,9cgl-assembly1_B,9.707,0.2901,9cgl,B,Streptomyces venezuelae
rank00001_ca4_proteinbinders_0004_A,9c3u-assembly2_C,6.362,0.29,9c3u,C,Burkholderia cenocepacia
rank00001_ca4_proteinbinders_0004_A,6jtk-assembly2_B,8.604,0.2899,6jtk,B,Neisseria gonorrhoeae
rank00001_ca4_proteinbinders_0004_A,1o20-assembly1_A,5.309,0.2895,1o20,A,Thermotoga maritima
rank00001_ca4_proteinbinders_0004_A,8x3g-assembly1_B,1.174,0.2883,8x3g,B,Aminobacter sp. NyZ550
rank00001_ca4_proteinbinders_0004_A,8i16-assembly1_A,0.4209,0.2877,8i16,A,Lachnospiraceae bacterium ND2006
rank00001_ca4_proteinbinders_0004_A,1gc8-assembly1_B,4.43,0.2876,1gc8,B,Thermus thermophilus HB8
rank00001_ca4_proteinbinders_0004_A,3ah3-assembly1_A,9.139,0.2875,3ah3,A,Thermus thermophilus HB27
rank00001_ca4_proteinbinders_0004_A,5z5a-assembly3_C,0.09888,0.2874,5z5a,C,Thermococcus kodakarensis KOD1
rank00001_ca4_proteinbinders_0004_A,4c1n-assembly2_G,4.998,0.2861,4c1n,G,Carboxydothermus hydrogenoformans
rank00001_ca4_proteinbinders_0004_A,2veg-assembly1_A,8.1,0.286,2veg,A,Streptococcus pneumoniae
rank00001_ca4_proteinbinders_0004_A,4ioj-assembly1_A,8.1,0.2851,4ioj,A,Moorella thermoacetica ATCC 39073
rank00001_ca4_proteinbinders_0004_A,5kzf-assembly2_I,1.105,0.2849,5kzf,I,Mycobacterium tuberculosis H37Ra
rank00001_ca4_proteinbinders_0004_A,1wnf-assembly1_B,3.084,0.2848,1wnf,B,Pyrococcus horikoshii
rank00001_ca4_proteinbinders_0004_A,4o1f-assembly1_B,1.495,0.2844,4o1f,B,Desulfitobacterium hafniense DCB-2
rank00001_ca4_proteinbinders_0004_A,6zng-assembly1_D,1.588,0.2832,6zng,D,Bdellovibrio bacteriovorus HD100
rank00001_ca4_proteinbinders_0004_A,8snk-assembly2_A,0.4209,0.2814,8snk,A,Ectopseudomonas mendocina
rank00001_ca4_proteinbinders_0004_A,5jmv-assembly1_B,2.903,0.2808,5jmv,B,Methanocaldococcus jannaschii DSM 2661
rank00001_ca4_proteinbinders_0004_A,6qem-assembly1_H,2.147,0.2806,6qem,H,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,4g9i-assembly4_D,2.281,0.2804,4g9i,D,Thermococcus kodakarensis KOD1
rank00001_ca4_proteinbinders_0004_A,2z2j-assembly1_A,0.05744,0.2802,2z2j,A,Mycobacterium tuberculosis H37Rv
rank00001_ca4_proteinbinders_0004_A,4gx9-assembly1_A,5.639,0.2802,4gx9,A,Escherichia coli K-12
rank00001_ca4_proteinbinders_0004_A,5xu1-assembly1_A,2.281,0.28,5xu1,A,Streptococcus pneumoniae R6
rank00001_ca4_proteinbinders_0004_A,4ncj-assembly2_B,6.758,0.2797,4ncj,B,Pyrococcus furiosus DSM 3638
rank00001_ca4_proteinbinders_0004_A,7ysl-assembly1_B,0.4209,0.2796,7ysl,B,Pectobacterium atrosepticum SCRI1043
rank00001_ca4_proteinbinders_0004_A,2e9c-assembly1_B,3.084,0.2794,2e9c,B,Escherichia coli
rank00001_ca4_proteinbinders_0004_A,7ylt-assembly3_C,4.442,0.2789,7ylt,C,Variovorax paradoxus
rank00001_ca4_proteinbinders_0004_A,2wji-assembly2_B,0.07312,0.2774,2wji,B,Methanocaldococcus jannaschii
rank00001_ca4_proteinbinders_0004_A,3wby-assembly2_B,8.1,0.2772,3wby,B,Gluconobacter oxydans 621H
rank00001_ca4_proteinbinders_0004_A,3bos-assembly1_B,1.903,0.2771,3bos,B,Shewanella amazonensis SB2B
rank00001_ca4_proteinbinders_0004_A,3og5-assembly2_B,2.147,0.2765,3og5,B,Escherichia coli K-12
rank00001_ca4_proteinbinders_0004_A,1v94-assembly1_B,5.99,0.2753,1v94,B,Aeropyrum pernix
rank00001_ca4_proteinbinders_0004_A,4mue-assembly2_A,0.06884,0.2751,4mue,A,Mycobacterium tuberculosis
rank00001_ca4_proteinbinders_0004_A,2pcj-assembly1_B,1.791,0.2751,2pcj,B,Aquifex aeolicus VF5
rank00001_ca4_proteinbinders_0004_A,7zbh-assembly1_F,1.687,0.2742,7zbh,F,Borreliella burgdorferi B31
rank00001_ca4_proteinbinders_0004_A,4r3u-assembly1_C,0.8683,0.274,4r3u,C,Aquincola tertiaricarbonis
rank00001_ca4_proteinbinders_0004_A,1zma-assembly1_A,3.926,0.2735,1zma,A,Streptococcus pneumoniae
rank00001_ca4_proteinbinders_0004_A,4i34-assembly1_D,0.8683,0.2726,4i34,D,Escherichia coli K-12
rank00001_ca4_proteinbinders_0004_A,4ija-assembly1_B,8.1,0.2726,4ija,B,Staphylococcus aureus subsp. aureus N315
rank00001_ca4_proteinbinders_0004_A,3coy-assembly1_A,0.2597,0.2709,3coy,A,Mycobacterium tuberculosis H37Rv
rank00001_ca4_proteinbinders_0004_A,1w8s-assembly1_A,5.309,0.2705,1w8s,A,Thermoproteus tenax
rank00001_ca4_proteinbinders_0004_A,1g60-assembly1_A,2.733,0.2704,1g60,A,Moraxella bovis
rank00001_ca4_proteinbinders_0004_A,6jv6-assembly1_A,6.758,0.2699,6jv6,A,Bacillus spizizenii
rank00001_ca4_proteinbinders_0004_A,3t1q-assembly1_A,0.09888,0.2698,3t1q,A,Thermus thermophilus HB8
rank00001_ca4_proteinbinders_0004_A,7ejw-assembly1_B,9.139,0.2687,7ejw,B,Pseudomonas aeruginosa PAO1
