genome_accession	query	uniprot	refseq	evalue	target
GCF_000001405.26	rank00038_ca4_proteinbinders_0758_A	Q8IXQ6	NP_001139578	6.212e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00038_ca4_proteinbinders_0758_A	Q8IXQ6	NP_001374800	6.212e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00038_ca4_proteinbinders_0758_A	Q8IXQ6	NP_001374801	6.212e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00038_ca4_proteinbinders_0758_A	Q8IXQ6	NP_001374804	6.212e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00038_ca4_proteinbinders_0758_A	Q8IXQ6	NP_001374805	6.212e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00038_ca4_proteinbinders_0758_A	Q8IXQ6	NP_001374814	6.212e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00038_ca4_proteinbinders_0758_A	Q8IXQ6	NP_113646	6.212e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00038_ca4_proteinbinders_0758_A	Q460N3	NP_001106995	2.915e-05	AF-Q460N3-F1-model_v6
GCF_000001405.26	rank00038_ca4_proteinbinders_0758_A	Q460N3	NP_689828	2.915e-05	AF-Q460N3-F1-model_v6
GCF_000001405.26	rank00038_ca4_proteinbinders_0758_A	Q460N3	XP_047303538	2.915e-05	AF-Q460N3-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	Q9ULC3	NP_001265595	2.833e-05	AF-Q9ULC3-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	Q9ULC3	NP_001265596	2.833e-05	AF-Q9ULC3-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	Q9ULC3	NP_057361	2.833e-05	AF-Q9ULC3-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	Q9ULC3	NP_899050	2.833e-05	AF-Q9ULC3-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	Q96DA2	NP_741995	5.924e-05	AF-Q96DA2-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	P11234	NP_002872	7.575e-05	AF-P11234-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	P11234	XP_005263785	7.575e-05	AF-P11234-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	P11234	XP_047301318	7.575e-05	AF-P11234-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	P11234	XP_047301319	7.575e-05	AF-P11234-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	Q14964	NP_059986	8.056e-05	AF-Q14964-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	Q9NYN1	NP_001294859	9.687e-05	AF-Q9NYN1-F1-model_v6
GCF_000001405.26	rank00042_ca4_proteinbinders_1544_A	P61225	NP_002877	9.687e-05	AF-P61225-F1-model_v6
GCF_000001405.26	rank00047_ca4_proteinbinders_1921_A	P15428	NP_001139288	2.252e-05	AF-P15428-F1-model_v6
GCF_000001405.26	rank00047_ca4_proteinbinders_1921_A	P15428	NP_001243234	2.252e-05	AF-P15428-F1-model_v6
GCF_000001405.26	rank00047_ca4_proteinbinders_1921_A	P15428	NP_001243236	2.252e-05	AF-P15428-F1-model_v6
GCF_000001405.26	rank00054_ca4_proteinbinders_1551_A	P11234	NP_002872	3.504e-05	AF-P11234-F1-model_v6
GCF_000001405.26	rank00054_ca4_proteinbinders_1551_A	P11234	XP_005263785	3.504e-05	AF-P11234-F1-model_v6
GCF_000001405.26	rank00054_ca4_proteinbinders_1551_A	P11234	XP_047301318	3.504e-05	AF-P11234-F1-model_v6
GCF_000001405.26	rank00054_ca4_proteinbinders_1551_A	P11234	XP_047301319	3.504e-05	AF-P11234-F1-model_v6
GCF_000001405.26	rank00060_ca4_proteinbinders_2908_A	Q8IXQ6	NP_001139575	7.102e-05	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00060_ca4_proteinbinders_2908_A	Q8IXQ6	NP_001139576	7.102e-05	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00060_ca4_proteinbinders_2908_A	Q8IXQ6	NP_001139577	7.102e-05	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00060_ca4_proteinbinders_2908_A	Q8IXQ6	NP_001139578	7.102e-05	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00060_ca4_proteinbinders_2908_A	Q8IXQ6	NP_001374800	7.102e-05	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00060_ca4_proteinbinders_2908_A	Q8IXQ6	NP_001374801	7.102e-05	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00060_ca4_proteinbinders_2908_A	Q8IXQ6	NP_001374804	7.102e-05	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00060_ca4_proteinbinders_2908_A	Q8IXQ6	NP_001374805	7.102e-05	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00060_ca4_proteinbinders_2908_A	Q8IXQ6	NP_001374814	7.102e-05	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00060_ca4_proteinbinders_2908_A	Q8IXQ6	NP_113646	7.102e-05	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00066_ca4_proteinbinders_2252_A	O75367	NP_001035248	7.676e-05	AF-O75367-F1-model_v6
GCF_000001405.26	rank00066_ca4_proteinbinders_2252_A	O75367	NP_001387330	7.676e-05	AF-O75367-F1-model_v6
GCF_000001405.26	rank00066_ca4_proteinbinders_2252_A	O75367	NP_004884	7.676e-05	AF-O75367-F1-model_v6
GCF_000001405.26	rank00066_ca4_proteinbinders_2252_A	O75367	NP_613258	7.676e-05	AF-O75367-F1-model_v6
GCF_000001405.26	rank00089_ca4_proteinbinders_2478_A	Q9BPW5	NP_076429	1.811e-05	AF-Q9BPW5-F1-model_v6
GCF_000001405.26	rank00089_ca4_proteinbinders_2478_A	Q9BSW2	NP_001138430	4.154e-05	AF-Q9BSW2-F1-model_v6
GCF_000001405.26	rank00089_ca4_proteinbinders_2478_A	P01116	NP_001356715	6.923e-05	AF-P01116-F1-model_v6
GCF_000001405.26	rank00089_ca4_proteinbinders_2478_A	P01116	NP_004976	6.923e-05	AF-P01116-F1-model_v6
GCF_000001405.26	rank00089_ca4_proteinbinders_2478_A	P01116	NP_203524	6.923e-05	AF-P01116-F1-model_v6
GCF_000001405.26	rank00091_ca4_proteinbinders_3594_A	O75367	NP_001035248	5.323e-05	AF-O75367-F1-model_v6
GCF_000001405.26	rank00091_ca4_proteinbinders_3594_A	O75367	NP_001387330	5.323e-05	AF-O75367-F1-model_v6
GCF_000001405.26	rank00091_ca4_proteinbinders_3594_A	O75367	NP_004884	5.323e-05	AF-O75367-F1-model_v6
GCF_000001405.26	rank00091_ca4_proteinbinders_3594_A	O75367	NP_613258	5.323e-05	AF-O75367-F1-model_v6
GCF_000001405.26	rank00092_ca4_proteinbinders_0441_A	P14061	NP_000404	1.601e-05	AF-P14061-F1-model_v6
GCF_000001405.26	rank00099_ca4_proteinbinders_2323_A	Q8IXQ6	NP_001139575	9.142e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00099_ca4_proteinbinders_2323_A	Q8IXQ6	NP_001139576	9.142e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00099_ca4_proteinbinders_2323_A	Q8IXQ6	NP_001139577	9.142e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00099_ca4_proteinbinders_2323_A	Q8IXQ6	NP_001139578	9.142e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00099_ca4_proteinbinders_2323_A	Q8IXQ6	NP_001374800	9.142e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00099_ca4_proteinbinders_2323_A	Q8IXQ6	NP_001374801	9.142e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00099_ca4_proteinbinders_2323_A	Q8IXQ6	NP_001374804	9.142e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00099_ca4_proteinbinders_2323_A	Q8IXQ6	NP_001374805	9.142e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00099_ca4_proteinbinders_2323_A	Q8IXQ6	NP_001374814	9.142e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001405.26	rank00099_ca4_proteinbinders_2323_A	Q8IXQ6	NP_113646	9.142e-06	AF-Q8IXQ6-F1-model_v6
GCF_000001635.27	rank00038_ca4_proteinbinders_0758_A	Q9QZQ8	NP_001152985	8.19e-08	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00038_ca4_proteinbinders_0758_A	Q9QZQ8	NP_001152986	8.19e-08	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00038_ca4_proteinbinders_0758_A	Q9QZQ8	NP_001152987	8.19e-08	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00038_ca4_proteinbinders_0758_A	Q9QZQ8	NP_036145	8.19e-08	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00038_ca4_proteinbinders_0758_A	Q9DBL2	NP_034399	1.244e-06	AF-Q9DBL2-F1-model_v6
GCF_000001635.27	rank00038_ca4_proteinbinders_0758_A	Q2EMV9	NP_001034619	2.31e-06	AF-Q2EMV9-F1-model_v6
GCF_000001635.27	rank00038_ca4_proteinbinders_0758_A	Q8CAS9	NP_001392227	6.608e-06	AF-Q8CAS9-F1-model_v6
GCF_000001635.27	rank00038_ca4_proteinbinders_0758_A	Q8CAS9	NP_001392229	6.608e-06	AF-Q8CAS9-F1-model_v6
GCF_000001635.27	rank00038_ca4_proteinbinders_0758_A	Q8CAS9	NP_084529	6.608e-06	AF-Q8CAS9-F1-model_v6
GCF_000001635.27	rank00042_ca4_proteinbinders_1544_A	Q7TN89	NP_853526	1.532e-05	AF-Q7TN89-F1-model_v6
GCF_000001635.27	rank00042_ca4_proteinbinders_1544_A	Q3UP38	NP_001028636	7.575e-05	AF-Q3UP38-F1-model_v6
GCF_000001635.27	rank00042_ca4_proteinbinders_1544_A	Q9JIW9	NP_071722	8.056e-05	AF-Q9JIW9-F1-model_v6
GCF_000001635.27	rank00042_ca4_proteinbinders_1544_A	Q9JIW9	XP_006529845	8.056e-05	AF-Q9JIW9-F1-model_v6
GCF_000001635.27	rank00042_ca4_proteinbinders_1544_A	Q922H7	NP_081154	8.566e-05	AF-Q922H7-F1-model_v6
GCF_000001635.27	rank00045_ca4_proteinbinders_0979_A	Q7TQA3	NP_871789	1.233e-05	AF-Q7TQA3-F1-model_v6
GCF_000001635.27	rank00054_ca4_proteinbinders_1551_A	Q9D8T3	NP_081243	4.814e-05	AF-Q9D8T3-F1-model_v6
GCF_000001635.27	rank00054_ca4_proteinbinders_1551_A	Q9D8T3	XP_030104599	4.814e-05	AF-Q9D8T3-F1-model_v6
GCF_000001635.27	rank00054_ca4_proteinbinders_1551_A	Q9JIW9	NP_071722	8.527e-05	AF-Q9JIW9-F1-model_v6
GCF_000001635.27	rank00054_ca4_proteinbinders_1551_A	Q9JIW9	XP_006529845	8.527e-05	AF-Q9JIW9-F1-model_v6
GCF_000001635.27	rank00066_ca4_proteinbinders_2252_A	Q9QZQ8	NP_001152985	6.785e-05	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00066_ca4_proteinbinders_2252_A	Q9QZQ8	NP_001152986	6.785e-05	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00066_ca4_proteinbinders_2252_A	Q9QZQ8	NP_001152987	6.785e-05	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00066_ca4_proteinbinders_2252_A	Q9QZQ8	NP_036145	6.785e-05	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00074_ca4_proteinbinders_1688_A	Q5RJG7	NP_001276431	3.042e-05	AF-Q5RJG7-F1-model_v6
GCF_000001635.27	rank00074_ca4_proteinbinders_1688_A	Q5RJG7	NP_001276432	3.042e-05	AF-Q5RJG7-F1-model_v6
GCF_000001635.27	rank00074_ca4_proteinbinders_1688_A	Q5RJG7	NP_848744	3.042e-05	AF-Q5RJG7-F1-model_v6
GCF_000001635.27	rank00089_ca4_proteinbinders_2478_A	Q922H7	NP_081154	8.937e-05	AF-Q922H7-F1-model_v6
GCF_000001635.27	rank00091_ca4_proteinbinders_3594_A	Q9QZQ8	NP_001152985	5.657e-05	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00091_ca4_proteinbinders_3594_A	Q9QZQ8	NP_001152986	5.657e-05	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00091_ca4_proteinbinders_3594_A	Q9QZQ8	NP_001152987	5.657e-05	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00091_ca4_proteinbinders_3594_A	Q9QZQ8	NP_036145	5.657e-05	AF-Q9QZQ8-F1-model_v6
GCF_000001635.27	rank00092_ca4_proteinbinders_0441_A	P50172	NP_001407155	7.669e-05	AF-P50172-F1-model_v6
GCF_000001635.27	rank00092_ca4_proteinbinders_0441_A	P50172	NP_032314	7.669e-05	AF-P50172-F1-model_v6
GCF_000001635.27	rank00099_ca4_proteinbinders_2323_A	Q8CAS9	NP_001392227	7.435e-05	AF-Q8CAS9-F1-model_v6
GCF_000001635.27	rank00099_ca4_proteinbinders_2323_A	Q8CAS9	NP_001392229	7.435e-05	AF-Q8CAS9-F1-model_v6
GCF_000001635.27	rank00099_ca4_proteinbinders_2323_A	Q8CAS9	NP_084529	7.435e-05	AF-Q8CAS9-F1-model_v6
GCF_000001735.2	rank00092_ca4_proteinbinders_0441_A	P0DKC7	NP_199871	1.824e-05	AF-P0DKC7-F1-model_v6
GCF_000001735.2	rank00092_ca4_proteinbinders_0441_A	Q8LEU3	NP_568145	3.282e-05	AF-Q8LEU3-F1-model_v6
GCF_000001735.2	rank00092_ca4_proteinbinders_0441_A	Q9STY7	NP_190320	4.262e-05	AF-Q9STY7-F1-model_v6
GCF_000001735.2	rank00092_ca4_proteinbinders_0441_A	P0DKC5	NP_568742	9.957e-05	AF-P0DKC5-F1-model_v6
GCF_000001735.2	rank00092_ca4_proteinbinders_0441_A	P0DKC5	NP_680418	9.957e-05	AF-P0DKC5-F1-model_v6
GCF_000001735.2	rank00098_ca4_proteinbinders_1421_A	Q42545	NP_200339	1.914e-05	AF-Q42545-F1-model_v6
GCF_000001735.2	rank00098_ca4_proteinbinders_1421_A	Q9LXJ0	NP_001327516	5.218e-05	AF-Q9LXJ0-F1-model_v6
GCF_000001735.2	rank00098_ca4_proteinbinders_1421_A	Q9LXJ0	NP_190843	5.218e-05	AF-Q9LXJ0-F1-model_v6
GCF_000001735.2	rank00098_ca4_proteinbinders_1421_A	O82533	NP_565839	5.556e-05	AF-O82533-F1-model_v6
GCF_000001735.2	rank00098_ca4_proteinbinders_1421_A	O82533	NP_973612	5.556e-05	AF-O82533-F1-model_v6
GCF_000002495.2	rank00047_ca4_proteinbinders_1921_A	G4N1P8	XP_003711427	5.777e-05	AF-G4N1P8-F1-model_v6
GCF_000002945.2	rank00045_ca4_proteinbinders_0979_A	Q9Y6Z9	NP_594161	9.079e-06	AF-Q9Y6Z9-F1-model_v6
GCF_000002945.2	rank00047_ca4_proteinbinders_1921_A	Q7Z9I3	NP_588269	1.202e-05	AF-Q7Z9I3-F1-model_v6
GCF_000002945.2	rank00047_ca4_proteinbinders_1921_A	Q7Z9I2	NP_588270	2.896e-05	AF-Q7Z9I2-F1-model_v6
GCF_000002985.6	rank00024_ca4_proteinbinders_0551_A	Q95V25	NP_001024259	5.518e-05	AF-Q95V25-F1-model_v6
GCF_000002985.6	rank00024_ca4_proteinbinders_0551_A	Q95V25	NP_001024260	5.518e-05	AF-Q95V25-F1-model_v6
GCF_000002985.6	rank00024_ca4_proteinbinders_0551_A	Q95V25	NP_001024261	5.518e-05	AF-Q95V25-F1-model_v6
GCF_000002985.6	rank00042_ca4_proteinbinders_1544_A	Q9XWR6	NP_501609	8.566e-05	AF-Q9XWR6-F1-model_v6
GCF_000002985.6	rank00089_ca4_proteinbinders_2478_A	Q19143	NP_492076	3.43e-05	AF-Q19143-F1-model_v6
GCF_000004195.4	rank00038_ca4_proteinbinders_0758_A	Q5CZL1	NP_001015874	4.089e-07	AF-Q5CZL1-F1-model_v6
GCF_000004195.4	rank00038_ca4_proteinbinders_0758_A	Q5CZL1	XP_031751794	4.089e-07	AF-Q5CZL1-F1-model_v6
GCF_000004195.4	rank00077_ca4_proteinbinders_1415_A	Q5CZL1	NP_001015874	4.451e-05	AF-Q5CZL1-F1-model_v6
GCF_000004195.4	rank00077_ca4_proteinbinders_1415_A	Q5CZL1	XP_031751794	4.451e-05	AF-Q5CZL1-F1-model_v6
GCF_000004195.4	rank00089_ca4_proteinbinders_2478_A	Q5FVY2	NP_001015774	1.235e-05	AF-Q5FVY2-F1-model_v6
GCF_000004695.1	rank00038_ca4_proteinbinders_0758_A	Q54PT1	XP_638573	2.041e-06	AF-Q54PT1-F1-model_v6
GCF_000004695.1	rank00092_ca4_proteinbinders_0441_A	Q9GPZ7	XP_646659	6.305e-05	AF-Q9GPZ7-F1-model_v6
GCF_000004695.1	rank00098_ca4_proteinbinders_1421_A	Q9GPZ7	XP_646659	5.814e-06	AF-Q9GPZ7-F1-model_v6
GCF_000005845.2	rank00038_ca4_proteinbinders_0758_A	P0A8D6	NP_415563	2.203e-07	AF-P0A8D6-F1-model_v6
GCF_000005845.2	rank00059_ca4_proteinbinders_1062_A	P39830	NP_415011	4.69e-05	AF-P39830-F1-model_v6
GCF_000005845.2	rank00077_ca4_proteinbinders_1415_A	P0A8D6	NP_415563	6.663e-06	AF-P0A8D6-F1-model_v6
GCF_000005845.2	rank00091_ca4_proteinbinders_3594_A	P0A8D6	NP_415563	8.049e-06	AF-P0A8D6-F1-model_v6
GCF_000006335.2	rank00002_ca4_proteinbinders_1072_A	C5M2I3	XP_002545491	9.322e-05	AF-C5M2I3-F1-model_v6
GCF_000006685.1	rank00037_ca4_proteinbinders_4160_A	Q9PKF7	WP_010230638	3.208e-05	AF-Q9PKF7-F1-model_v6
GCF_000006685.1	rank00047_ca4_proteinbinders_1921_A	Q9PKF7	WP_010230638	3.964e-05	AF-Q9PKF7-F1-model_v6
GCF_000006745.1	rank00080_ca4_proteinbinders_1342_A	C3LQ19	WP_001081509	2.596e-05	AF-C3LQ19-F1-model_v6
GCF_000006745.1	rank00080_ca4_proteinbinders_1342_A	Q9KPW5	WP_001081509	5.449e-05	AF-Q9KPW5-F1-model_v6
GCF_000006745.1	rank00080_ca4_proteinbinders_1342_A	A5F627	WP_001081509	9.504e-05	AF-A5F627-F1-model_v6
GCF_000006765.1	rank00056_ca4_proteinbinders_2494_A	P11759	NP_252230	7.59e-05	AF-P11759-F1-model_v6
GCF_000006825.1	rank00080_ca4_proteinbinders_1342_A	Q9CJK7	WP_010907440	7.895e-05	AF-Q9CJK7-F1-model_v6
GCF_000006885.1	rank00071_ca4_proteinbinders_0926_A	P0CB60	WP_000724790	9.529e-05	AF-P0CB60-F1-model_v6
GCF_000006925.2	rank00098_ca4_proteinbinders_1421_A	Q83MF6	NP_706050	1.766e-06	AF-Q83MF6-F1-model_v6
GCF_000006945.2	rank00038_ca4_proteinbinders_0758_A	P67341	NP_460118	1.408e-06	AF-P67341-F1-model_v6
GCF_000006945.2	rank00077_ca4_proteinbinders_1415_A	P67341	NP_460118	2.058e-05	AF-P67341-F1-model_v6
GCF_000006965.1	rank00098_ca4_proteinbinders_1421_A	P45484	WP_010969666	1.314e-05	AF-P45484-F1-model_v6
GCF_000006985.1	rank00020_ca4_proteinbinders_4093_A	Q8KES3	WP_010932296	3.374e-05	AF-Q8KES3-F1-model_v6
GCF_000006985.1	rank00033_ca4_proteinbinders_2874_A	Q8KES3	WP_010932296	4.272e-05	AF-Q8KES3-F1-model_v6
GCF_000006985.1	rank00092_ca4_proteinbinders_0441_A	Q8KES3	WP_010932296	6.012e-06	AF-Q8KES3-F1-model_v6
GCF_000006985.1	rank00095_ca4_proteinbinders_4866_A	Q8KES3	WP_010932296	6.153e-05	AF-Q8KES3-F1-model_v6
GCF_000007065.1	rank00016_ca4_proteinbinders_1041_A	Q8PWF3	WP_011033579	3.974e-05	AF-Q8PWF3-F1-model_v6
GCF_000007065.1	rank00095_ca4_proteinbinders_4866_A	Q8PWF3	WP_011033579	7.451e-05	AF-Q8PWF3-F1-model_v6
GCF_000007225.1	rank00001_ca4_proteinbinders_0004_A	Q8ZXT3	WP_011007735	2.506e-05	AF-Q8ZXT3-F1-model_v6
GCF_000007225.1	rank00038_ca4_proteinbinders_0758_A	Q8ZXT3	WP_011007735	3.561e-06	AF-Q8ZXT3-F1-model_v6
GCF_000007225.1	rank00077_ca4_proteinbinders_1415_A	Q8ZXT3	WP_011007735	2.184e-05	AF-Q8ZXT3-F1-model_v6
GCF_000007225.1	rank00091_ca4_proteinbinders_3594_A	Q8ZXT3	WP_011007735	1.573e-05	AF-Q8ZXT3-F1-model_v6
GCF_000007305.1	rank00077_ca4_proteinbinders_1415_A	Q8U0P9	WP_014835438	8.448e-06	AF-Q8U0P9-F1-model_v6
GCF_000007305.1	rank00098_ca4_proteinbinders_1421_A	Q8TZK3	WP_011013132	5.916e-05	AF-Q8TZK3-F1-model_v6
GCF_000007365.1	rank00004_ca4_proteinbinders_1808_A	O51929	WP_011053737	9.252e-05	AF-O51929-F1-model_v6
GCF_000007365.1	rank00024_ca4_proteinbinders_0551_A	O51929	WP_011053737	7.05e-05	AF-O51929-F1-model_v6
GCF_000007365.1	rank00098_ca4_proteinbinders_1421_A	O51929	WP_011053737	4.446e-07	AF-O51929-F1-model_v6
GCF_000007405.1	rank00038_ca4_proteinbinders_0758_A	Q0T5Z6	WP_000857408	4.089e-07	AF-Q0T5Z6-F1-model_v6
GCF_000007405.1	rank00077_ca4_proteinbinders_1415_A	Q0T5Z6	WP_000857408	1.071e-05	AF-Q0T5Z6-F1-model_v6
GCF_000007405.1	rank00091_ca4_proteinbinders_3594_A	Q0T5Z6	WP_000857408	9.663e-06	AF-Q0T5Z6-F1-model_v6
GCF_000007545.1	rank00092_ca4_proteinbinders_0441_A	P0A2D1	WP_000517460	8.739e-05	AF-P0A2D1-F1-model_v6
GCF_000007585.1	rank00020_ca4_proteinbinders_4093_A	Q7MAW5	WP_004585120	5.571e-05	AF-Q7MAW5-F1-model_v6
GCF_000007585.1	rank00028_ca4_proteinbinders_4940_A	Q7MAW5	WP_004585120	2.552e-05	AF-Q7MAW5-F1-model_v6
GCF_000007605.1	rank00059_ca4_proteinbinders_1062_A	Q820E0	WP_011006819	9.416e-05	AF-Q820E0-F1-model_v6
GCF_000007665.1	rank00028_ca4_proteinbinders_4940_A	Q6AE64	WP_011186322	5.702e-05	AF-Q6AE64-F1-model_v6
GCF_000007725.1	rank00098_ca4_proteinbinders_1421_A	Q89AQ5	WP_011091327	1.489e-05	AF-Q89AQ5-F1-model_v6
GCF_000007785.1	rank00028_ca4_proteinbinders_4940_A	O07109	WP_002379204	8.382e-06	AF-O07109-F1-model_v6
GCF_000007785.1	rank00059_ca4_proteinbinders_1062_A	O07109	WP_002379204	8.838e-05	AF-O07109-F1-model_v6
GCF_000007785.1	rank00080_ca4_proteinbinders_1342_A	O07109	WP_002379204	8.023e-06	AF-O07109-F1-model_v6
GCF_000007785.1	rank00098_ca4_proteinbinders_1421_A	O08439	WP_002355899	2.74e-06	AF-O08439-F1-model_v6
GCF_000007945.1	rank00080_ca4_proteinbinders_1342_A	Q7VMW5	WP_010944787	1.027e-05	AF-Q7VMW5-F1-model_v6
GCF_000008285.1	rank00020_ca4_proteinbinders_4093_A	Q71XX8	WP_003728333	4.833e-06	AF-Q71XX8-F1-model_v6
GCF_000008285.1	rank00028_ca4_proteinbinders_4940_A	C1KWY8	WP_003728333	6.453e-05	AF-C1KWY8-F1-model_v6
GCF_000008285.1	rank00038_ca4_proteinbinders_0758_A	Q71W03	WP_003725312	2.31e-06	AF-Q71W03-F1-model_v6
GCF_000008285.1	rank00080_ca4_proteinbinders_1342_A	C1KWY8	WP_003728333	1.093e-05	AF-C1KWY8-F1-model_v6
GCF_000008285.1	rank00080_ca4_proteinbinders_1342_A	Q71XX8	WP_003728333	1.399e-05	AF-Q71XX8-F1-model_v6
GCF_000008545.1	rank00038_ca4_proteinbinders_0758_A	Q9WYX8	WP_004081432	9.135e-07	AF-Q9WYX8-F1-model_v6
GCF_000008545.1	rank00099_ca4_proteinbinders_2323_A	Q9WYX8	WP_004081432	9.448e-05	AF-Q9WYX8-F1-model_v6
GCF_000008585.1	rank00033_ca4_proteinbinders_2874_A	P9WGS3	WP_003411445	5.832e-05	AF-P9WGS3-F1-model_v6
GCF_000008585.1	rank00033_ca4_proteinbinders_2874_A	P9WGS2	WP_003411445	7.029e-05	AF-P9WGS2-F1-model_v6
