GCA_000009585.1_ASM958v1_genomic_RM_Type_II_5	RM	RM_Type_II	AM990992.1_2465	AM990992.1_2466	AM990992.1_2465,AM990992.1_2466	2	RM_Type_II__Type_II_REases,RM_Type_II__Type_II_MTases
GCA_000009585.1_ASM958v1_genomic_FS_Sma_2	FS_Sma	FS_Sma	AM990992.1_481	AM990992.1_481	AM990992.1_481	1	FS_Sma__Sma
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000009645.1_ASM964v1_genomic_Stk2_2	Stk2	Stk2	BA000018.3_76	BA000018.3_76	BA000018.3_76	1	Stk2__Stk2
GCA_000009645.1_ASM964v1_genomic_Abi2_1	Abi2	Abi2	BA000018.3_356	BA000018.3_356	BA000018.3_356	1	Abi2__Abi_2
GCA_000009645.1_ASM964v1_genomic_RosmerTA_4	RosmerTA	RosmerTA	BA000018.3_137	BA000018.3_138	BA000018.3_137,BA000018.3_138	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_000009645.1_ASM964v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	BA000018.3_380	BA000018.3_380	BA000018.3_380	1	FS_Sma__Sma
GCA_000009645.1_ASM964v1_genomic_Retron_III_5	Retron	Retron_III	BA000018.3_2057	BA000018.3_2059	BA000018.3_2057,BA000018.3_2059	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000009665.1_ASM966v1_genomic_Stk2_5	Stk2	Stk2	BA000017.4_75	BA000017.4_75	BA000017.4_75	1	Stk2__Stk2
GCA_000009665.1_ASM966v1_genomic_Abi2_1	Abi2	Abi2	BA000017.4_356	BA000017.4_356	BA000017.4_356	1	Abi2__Abi_2
GCA_000009665.1_ASM966v1_genomic_AbiJ_3	AbiJ	AbiJ	BA000017.4_392	BA000017.4_392	BA000017.4_392	1	AbiJ__AbiJ
GCA_000009665.1_ASM966v1_genomic_Gabija_4	Gabija	Gabija	BA000017.4_399	BA000017.4_400	BA000017.4_399,BA000017.4_400	2	Gabija__GajB_2,Gabija__GajA
GCA_000009665.1_ASM966v1_genomic_AbiD_2	AbiD	AbiD	BA000017.4_779	BA000017.4_779	BA000017.4_779	1	AbiD__AbiD
GCA_000009665.1_ASM966v1_genomic_RosmerTA_7	RosmerTA	RosmerTA	BA000017.4_136	BA000017.4_137	BA000017.4_136,BA000017.4_137	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_000009665.1_ASM966v1_genomic_FS_Sma_6	FS_Sma	FS_Sma	BA000017.4_403	BA000017.4_403	BA000017.4_403	1	FS_Sma__Sma
GCA_000009665.1_ASM966v1_genomic_Retron_III_8	Retron	Retron_III	BA000017.4_2162	BA000017.4_2164	BA000017.4_2162,BA000017.4_2164	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000009865.1_ASM986v1_genomic_RM_Type_I_4	RM	RM_Type_I	AP006716.1_58	AP006716.1_60	AP006716.1_58,AP006716.1_59,AP006716.1_60	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
GCA_000009865.1_ASM986v1_genomic_RM_Type_IV_6	RM	RM_Type_IV	AP006716.1_78	AP006716.1_78	AP006716.1_78	1	RM_Type_IV__Type_IV_REases
GCA_000009865.1_ASM986v1_genomic_RM_Type_II_5	RM	RM_Type_II	AP006716.1_554	AP006716.1_555	AP006716.1_554,AP006716.1_555	2	RM_Type_II__Type_II_REases,RM_Type_II__Type_II_MTases
GCA_000009865.1_ASM986v1_genomic_Bunzi_1	Bunzi	Bunzi	AP006716.1_228	AP006716.1_229	AP006716.1_228,AP006716.1_229	2	Bunzi__BnzA,Bunzi__BnzB
GCA_000009865.1_ASM986v1_genomic_CBASS_I_3	CBASS	CBASS_I	AP006716.1_2516	AP006716.1_2517	AP006716.1_2516,AP006716.1_2517	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000010125.1_ASM1012v1_genomic_RM_Type_I_1	RM	RM_Type_I	AP008934.1_55	AP008934.1_57	AP008934.1_55,AP008934.1_56,AP008934.1_57	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000010445.1_ASM1044v1_genomic_Stk2_5	Stk2	Stk2	AP009324.1_75	AP009324.1_75	AP009324.1_75	1	Stk2__Stk2
GCA_000010445.1_ASM1044v1_genomic_Abi2_1	Abi2	Abi2	AP009324.1_356	AP009324.1_356	AP009324.1_356	1	Abi2__Abi_2
GCA_000010445.1_ASM1044v1_genomic_AbiJ_3	AbiJ	AbiJ	AP009324.1_392	AP009324.1_392	AP009324.1_392	1	AbiJ__AbiJ
GCA_000010445.1_ASM1044v1_genomic_Gabija_4	Gabija	Gabija	AP009324.1_400	AP009324.1_401	AP009324.1_400,AP009324.1_401	2	Gabija__GajB_2,Gabija__GajA
GCA_000010445.1_ASM1044v1_genomic_AbiD_2	AbiD	AbiD	AP009324.1_781	AP009324.1_781	AP009324.1_781	1	AbiD__AbiD
GCA_000010445.1_ASM1044v1_genomic_RosmerTA_7	RosmerTA	RosmerTA	AP009324.1_136	AP009324.1_137	AP009324.1_136,AP009324.1_137	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_000010445.1_ASM1044v1_genomic_FS_Sma_6	FS_Sma	FS_Sma	AP009324.1_404	AP009324.1_404	AP009324.1_404	1	FS_Sma__Sma
GCA_000010445.1_ASM1044v1_genomic_Retron_III_8	Retron	Retron_III	AP009324.1_2165	AP009324.1_2167	AP009324.1_2165,AP009324.1_2167	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000010465.1_ASM1046v1_genomic_Abi2_1	Abi2	Abi2	AP009351.1_384	AP009351.1_384	AP009351.1_384	1	Abi2__Abi_2
GCA_000010465.1_ASM1046v1_genomic_Dodola_4	Dodola	Dodola	AP009351.1_2202	AP009351.1_2203	AP009351.1_2202,AP009351.1_2203	2	Dodola__DolB,Dodola__DolA
GCA_000010465.1_ASM1046v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	AP009351.1_407	AP009351.1_407	AP009351.1_407	1	FS_Sma__Sma
GCA_000010465.1_ASM1046v1_genomic_Avs_II_2	Avs	Avs_II	AP009351.1_1753	AP009351.1_1753	AP009351.1_1753	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000011265.1_ASM1126v1_genomic_Abi2_1	Abi2	Abi2	BA000033.2_340	BA000033.2_340	BA000033.2_340	1	Abi2__Abi_2
GCA_000011265.1_ASM1126v1_genomic_AbiD_2	AbiD	AbiD	BA000033.2_361	BA000033.2_361	BA000033.2_361	1	AbiD__AbiD
GCA_000011265.1_ASM1126v1_genomic_Kiwa_3	Kiwa	Kiwa	BA000033.2_746	BA000033.2_747	BA000033.2_746,BA000033.2_747	2	Kiwa__KwaB,Kiwa__KwaA
GCA_000011265.1_ASM1126v1_genomic_Avs_II_4	Avs	Avs_II	BA000033.2_1715	BA000033.2_1715	BA000033.2_1715	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000011505.1_ASM1150v1_genomic_Stk2_4	Stk2	Stk2	BX571856.1_76	BX571856.1_76	BX571856.1_76	1	Stk2__Stk2
GCA_000011505.1_ASM1150v1_genomic_RloC_3	RloC	RloC	BX571856.1_77	BX571856.1_77	BX571856.1_77	1	RloC__RloC
GCA_000011505.1_ASM1150v1_genomic_AbiD_2	AbiD	AbiD	BX571856.1_372	BX571856.1_372	BX571856.1_372	1	AbiD__AbiD
GCA_000011505.1_ASM1150v1_genomic_Abi2_1	Abi2	Abi2	BX571856.1_375	BX571856.1_375	BX571856.1_375	1	Abi2__Abi_2
GCA_000011505.1_ASM1150v1_genomic_RosmerTA_7	RosmerTA	RosmerTA	BX571856.1_142	BX571856.1_143	BX571856.1_142,BX571856.1_143	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_000011505.1_ASM1150v1_genomic_RM_Type_IV_8	RM	RM_Type_IV	BX571856.1_83	BX571856.1_84	BX571856.1_83,BX571856.1_84	2	RM_Type_IV__Type_IV_REases,RM_Type_IV__Type_IV_REases
GCA_000011505.1_ASM1150v1_genomic_FS_Sma_5	FS_Sma	FS_Sma	BX571856.1_397	BX571856.1_397	BX571856.1_397	1	FS_Sma__Sma
GCA_000011505.1_ASM1150v1_genomic_PD-Lambda-1_6	PD-Lambda-1	PD-Lambda-1	BX571856.1_1841	BX571856.1_1841	BX571856.1_1841	1	PD-Lambda-1__PD-Lambda-1
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000011525.1_ASM1152v1_genomic_Abi2_1	Abi2	Abi2	BX571857.1_337	BX571857.1_337	BX571857.1_337	1	Abi2__Abi_2
GCA_000011525.1_ASM1152v1_genomic_AbiD_2	AbiD	AbiD	BX571857.1_358	BX571857.1_358	BX571857.1_358	1	AbiD__AbiD
GCA_000011525.1_ASM1152v1_genomic_RM_Type_I_3	RM	RM_Type_I	BX571857.1_26	BX571857.1_28	BX571857.1_26,BX571857.1_27,BX571857.1_28	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000011925.1_ASM1192v1_genomic_CAS_Class1-Subtype-III-A_6	CasFinder	CAS_Class1-Subtype-III-A	CP000029.1_2310	CP000029.1_2318	CP000029.1_2310,CP000029.1_2311,CP000029.1_2312,CP000029.1_2313,CP000029.1_2314,CP000029.1_2315,CP000029.1_2316,CP000029.1_2317,CP000029.1_2318	9	cas6_I_II_III_IV_V_VI_7,csm6_III_2,csm5gr7_III-A_4,csm4gr5_III-A_3,csm3gr7_III-A_1,csm2gr11_III-A_1,cas10_III-A_1,cas2_I_II_III_IV_V_VI_1,cas1_I_II_III_IV_V_VI_5
GCA_000011925.1_ASM1192v1_genomic_Abi2_1	Abi2	Abi2	CP000029.1_62	CP000029.1_62	CP000029.1_62	1	Abi2__Abi_2
GCA_000011925.1_ASM1192v1_genomic_Nhi_2	Nhi	Nhi	CP000029.1_2329	CP000029.1_2329	CP000029.1_2329	1	Nhi__Nhi
GCA_000011925.1_ASM1192v1_genomic_Stk2_3	Stk2	Stk2	CP000029.1_2333	CP000029.1_2333	CP000029.1_2333	1	Stk2__Stk2
GCA_000011925.1_ASM1192v1_genomic_RM_Type_I_5	RM	RM_Type_I	CP000029.1_2325	CP000029.1_2328	CP000029.1_2325,CP000029.1_2326,CP000029.1_2328	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
GCA_000011925.1_ASM1192v1_genomic_SEFIR_4	SEFIR	SEFIR	CP000029.1_2331	CP000029.1_2331	CP000029.1_2331	1	SEFIR__bSEFIR
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000012045.1_ASM1204v1_genomic_Abi2_1	Abi2	Abi2	CP000046.1_415	CP000046.1_415	CP000046.1_415	1	Abi2__Abi_2
GCA_000012045.1_ASM1204v1_genomic_Dodola_4	Dodola	Dodola	CP000046.1_2077	CP000046.1_2078	CP000046.1_2077,CP000046.1_2078	2	Dodola__DolB,Dodola__DolA
GCA_000012045.1_ASM1204v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP000046.1_438	CP000046.1_438	CP000046.1_438	1	FS_Sma__Sma
GCA_000012045.1_ASM1204v1_genomic_Avs_II_2	Avs	Avs_II	CP000046.1_1755	CP000046.1_1755	CP000046.1_1755	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000013425.1_ASM1342v1_genomic_Abi2_1	Abi2	Abi2	CP000253.1_307	CP000253.1_307	CP000253.1_307	1	Abi2__Abi_2
GCA_000013425.1_ASM1342v1_genomic_Dodola_4	Dodola	Dodola	CP000253.1_2132	CP000253.1_2133	CP000253.1_2132,CP000253.1_2133	2	Dodola__DolB,Dodola__DolA
GCA_000013425.1_ASM1342v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP000253.1_330	CP000253.1_330	CP000253.1_330	1	FS_Sma__Sma
GCA_000013425.1_ASM1342v1_genomic_Avs_II_2	Avs	Avs_II	CP000253.1_1676	CP000253.1_1676	CP000253.1_1676	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000013465.1_ASM1346v1_genomic_Abi2_1	Abi2	Abi2	CP000255.1_368	CP000255.1_368	CP000255.1_368	1	Abi2__Abi_2
GCA_000013465.1_ASM1346v1_genomic_AbiD_2	AbiD	AbiD	CP000255.1_810	CP000255.1_810	CP000255.1_810	1	AbiD__AbiD
GCA_000013465.1_ASM1346v1_genomic_Dodola_5	Dodola	Dodola	CP000255.1_2156	CP000255.1_2157	CP000255.1_2156,CP000255.1_2157	2	Dodola__DolB,Dodola__DolA
GCA_000013465.1_ASM1346v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP000255.1_391	CP000255.1_391	CP000255.1_391	1	FS_Sma__Sma
GCA_000013465.1_ASM1346v1_genomic_Avs_II_3	Avs	Avs_II	CP000255.1_1774	CP000255.1_1774	CP000255.1_1774	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000016805.1_ASM1680v1_genomic_Stk2_2	Stk2	Stk2	CP000703.1_68	CP000703.1_68	CP000703.1_68	1	Stk2__Stk2
GCA_000016805.1_ASM1680v1_genomic_Abi2_1	Abi2	Abi2	CP000703.1_414	CP000703.1_414	CP000703.1_414	1	Abi2__Abi_2
GCA_000016805.1_ASM1680v1_genomic_RosmerTA_4	RosmerTA	RosmerTA	CP000703.1_130	CP000703.1_131	CP000703.1_130,CP000703.1_131	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_000016805.1_ASM1680v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP000703.1_437	CP000703.1_437	CP000703.1_437	1	FS_Sma__Sma
GCA_000016805.1_ASM1680v1_genomic_Retron_III_5	Retron	Retron_III	CP000703.1_2214	CP000703.1_2216	CP000703.1_2214,CP000703.1_2216	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000017085.1_ASM1708v1_genomic_Abi2_1	Abi2	Abi2	CP000730.1_372	CP000730.1_372	CP000730.1_372	1	Abi2__Abi_2
GCA_000017085.1_ASM1708v1_genomic_AbiD_2	AbiD	AbiD	CP000730.1_830	CP000730.1_830	CP000730.1_830	1	AbiD__AbiD
GCA_000017085.1_ASM1708v1_genomic_Dodola_5	Dodola	Dodola	CP000730.1_2162	CP000730.1_2163	CP000730.1_2162,CP000730.1_2163	2	Dodola__DolB,Dodola__DolA
GCA_000017085.1_ASM1708v1_genomic_FS_Sma_4	FS_Sma	FS_Sma	CP000730.1_395	CP000730.1_395	CP000730.1_395	1	FS_Sma__Sma
GCA_000017085.1_ASM1708v1_genomic_Avs_II_3	Avs	Avs_II	CP000730.1_1779	CP000730.1_1779	CP000730.1_1779	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000024585.1_ASM2458v1_genomic_Abi2_1	Abi2	Abi2	CP001781.1_326	CP001781.1_326	CP001781.1_326	1	Abi2__Abi_2
GCA_000024585.1_ASM2458v1_genomic_RosmerTA_4	RosmerTA	RosmerTA	CP001781.1_106	CP001781.1_107	CP001781.1_106,CP001781.1_107	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_000024585.1_ASM2458v1_genomic_RM_Type_II_7	RM	RM_Type_II	CP001781.1_773	CP001781.1_774	CP001781.1_773,CP001781.1_774	2	RM_Type_II__Type_II_REases,RM_Type_II__Type_II_MTases
GCA_000024585.1_ASM2458v1_genomic_FS_Sma_2	FS_Sma	FS_Sma	CP001781.1_349	CP001781.1_349	CP001781.1_349	1	FS_Sma__Sma
GCA_000024585.1_ASM2458v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP001781.1_1939	CP001781.1_1939	CP001781.1_1939	1	FS_Sma__Sma
GCA_000024585.1_ASM2458v1_genomic_Retron_III_6	Retron	Retron_III	CP001781.1_2119	CP001781.1_2120	CP001781.1_2119,CP001781.1_2120	2	Retron__RT_Tot,Retron_III__PRTase
GCA_000024585.1_ASM2458v1_genomic_MazEF_5	MazEF	MazEF	CP001784.1_17	CP001784.1_18	CP001784.1_17,CP001784.1_18	2	MazEF__MazF,MazEF__MazE
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000025085.1_ASM2508v1_genomic_CAS_Class1-Subtype-III-A_3	CasFinder	CAS_Class1-Subtype-III-A	CP001837.1_23	CP001837.1_32	CP001837.1_23,CP001837.1_24,CP001837.1_25,CP001837.1_26,CP001837.1_27,CP001837.1_28,CP001837.1_29,CP001837.1_30,CP001837.1_32	9	cas1_I_II_III_IV_V_VI_5,cas2_I_II_III_IV_V_VI_1,cas10_III-A_1,csm2gr11_III-A_1,csm3gr7_III-A_1,csm4gr5_III-A_3,csm5gr7_III-A_4,csm6_III_2,cas6_I_II_III_IV_V_VI_7
GCA_000025085.1_ASM2508v1_genomic_AbiD_1	AbiD	AbiD	CP001837.1_2210	CP001837.1_2210	CP001837.1_2210	1	AbiD__AbiD
GCA_000025085.1_ASM2508v1_genomic_RM_Type_I_2	RM	RM_Type_I	CP001837.1_642	CP001837.1_644	CP001837.1_642,CP001837.1_643,CP001837.1_644	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000025145.2_ASM2514v1_genomic_Stk2_2	Stk2	Stk2	CP001844.2_75	CP001844.2_75	CP001844.2_75	1	Stk2__Stk2
GCA_000025145.2_ASM2514v1_genomic_Abi2_1	Abi2	Abi2	CP001844.2_355	CP001844.2_355	CP001844.2_355	1	Abi2__Abi_2
GCA_000025145.2_ASM2514v1_genomic_RosmerTA_4	RosmerTA	RosmerTA	CP001844.2_137	CP001844.2_138	CP001844.2_137,CP001844.2_138	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_000025145.2_ASM2514v1_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP001844.2_378	CP001844.2_378	CP001844.2_378	1	FS_Sma__Sma
GCA_000025145.2_ASM2514v1_genomic_Retron_III_5	Retron	Retron_III	CP001844.2_2090	CP001844.2_2092	CP001844.2_2090,CP001844.2_2092	2	Retron__RT_Tot,Retron_III__PRTase
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000027045.1_ASM2704v1_genomic_Abi2_1	Abi2	Abi2	FN433596.1_441	FN433596.1_441	FN433596.1_441	1	Abi2__Abi_2
GCA_000027045.1_ASM2704v1_genomic_AbiJ_2	AbiJ	AbiJ	FN433596.1_482	FN433596.1_482	FN433596.1_482	1	AbiJ__AbiJ
GCA_000027045.1_ASM2704v1_genomic_Gabija_3	Gabija	Gabija	FN433596.1_490	FN433596.1_491	FN433596.1_490,FN433596.1_491	2	Gabija__GajB_2,Gabija__GajA
GCA_000027045.1_ASM2704v1_genomic_RosmerTA_7	RosmerTA	RosmerTA	FN433596.1_160	FN433596.1_161	FN433596.1_160,FN433596.1_161	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_000027045.1_ASM2704v1_genomic_Dodola_6	Dodola	Dodola	FN433596.1_2343	FN433596.1_2344	FN433596.1_2343,FN433596.1_2344	2	Dodola__DolB,Dodola__DolA
GCA_000027045.1_ASM2704v1_genomic_RM_Type_IV_8	RM	RM_Type_IV	FN433596.1_102	FN433596.1_103	FN433596.1_102,FN433596.1_103	2	RM_Type_IV__Type_IV_REases,RM_Type_IV__Type_IV_REases
GCA_000027045.1_ASM2704v1_genomic_FS_Sma_5	FS_Sma	FS_Sma	FN433596.1_495	FN433596.1_495	FN433596.1_495	1	FS_Sma__Sma
GCA_000027045.1_ASM2704v1_genomic_Avs_II_4	Avs	Avs_II	FN433596.1_1808	FN433596.1_1808	FN433596.1_1808	1	Avs_II__Avs2A
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000144955.2_ASM14495v2_genomic_Abi2_1	Abi2	Abi2	CP002114.3_342	CP002114.3_342	CP002114.3_342	1	Abi2__Abi_2
GCA_000144955.2_ASM14495v2_genomic_RloC_2	RloC	RloC	CP002114.3_2097	CP002114.3_2097	CP002114.3_2097	1	RloC__RloC
GCA_000144955.2_ASM14495v2_genomic_RosmerTA_6	RosmerTA	RosmerTA	CP002114.3_129	CP002114.3_131	CP002114.3_129,CP002114.3_130,CP002114.3_131	3	RosmerTA__RmrT_2603008502,RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_000144955.2_ASM14495v2_genomic_RM_Type_I_7	RM	RM_Type_I	CP002114.3_53	CP002114.3_55	CP002114.3_53,CP002114.3_54,CP002114.3_55	3	RM__Type_I_MTases,RM__Type_I_S,RM__Type_I_REases
GCA_000144955.2_ASM14495v2_genomic_Septu_5	Septu	Septu	CP002114.3_51	CP002114.3_52	CP002114.3_51,CP002114.3_52	2	Septu__PtuB_2,Septu__PtuA_2
GCA_000144955.2_ASM14495v2_genomic_FS_Sma_3	FS_Sma	FS_Sma	CP002114.3_365	CP002114.3_365	CP002114.3_365	1	FS_Sma__Sma
GCA_000144955.2_ASM14495v2_genomic_PD-Lambda-1_4	PD-Lambda-1	PD-Lambda-1	CP002114.3_1738	CP002114.3_1738	CP002114.3_1738	1	PD-Lambda-1__PD-Lambda-1
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000145595.1_ASM14559v1_genomic_AbiD_2	AbiD	AbiD	CP002120.1_358	CP002120.1_358	CP002120.1_358	1	AbiD__AbiD
GCA_000145595.1_ASM14559v1_genomic_Abi2_1	Abi2	Abi2	CP002120.1_361	CP002120.1_361	CP002120.1_361	1	Abi2__Abi_2
GCA_000145595.1_ASM14559v1_genomic_AbiJ_3	AbiJ	AbiJ	CP002120.1_399	CP002120.1_399	CP002120.1_399	1	AbiJ__AbiJ
GCA_000145595.1_ASM14559v1_genomic_Gabija_4	Gabija	Gabija	CP002120.1_407	CP002120.1_408	CP002120.1_407,CP002120.1_408	2	Gabija__GajB_2,Gabija__GajA
GCA_000145595.1_ASM14559v1_genomic_RosmerTA_8	RosmerTA	RosmerTA	CP002120.1_123	CP002120.1_124	CP002120.1_123,CP002120.1_124	2	RosmerTA__RmrT_2603008502,RosmerTA__RmrA_2603008502
GCA_000145595.1_ASM14559v1_genomic_Dodola_7	Dodola	Dodola	CP002120.1_2210	CP002120.1_2211	CP002120.1_2210,CP002120.1_2211	2	Dodola__DolB,Dodola__DolA
GCA_000145595.1_ASM14559v1_genomic_RM_Type_IV_9	RM	RM_Type_IV	CP002120.1_65	CP002120.1_66	CP002120.1_65,CP002120.1_66	2	RM_Type_IV__Type_IV_REases,RM_Type_IV__Type_IV_REases
GCA_000145595.1_ASM14559v1_genomic_FS_Sma_5	FS_Sma	FS_Sma	CP002120.1_412	CP002120.1_412	CP002120.1_412	1	FS_Sma__Sma
GCA_000145595.1_ASM14559v1_genomic_FS_Sma_6	FS_Sma	FS_Sma	CP002120.1_1861	CP002120.1_1861	CP002120.1_1861	1	FS_Sma__Sma
sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
GCA_000159535.2_ASM15953v2_genomic_Abi2_1	Abi2	Abi2	CP002110.1_115	CP002110.1_115	CP002110.1_115	1	Abi2__Abi_2
GCA_000159535.2_ASM15953v2_genomic_RloC_3	RloC	RloC	CP002110.1_402	CP002110.1_402	CP002110.1_402	1	RloC__RloC
GCA_000159535.2_ASM15953v2_genomic_AbiJ_2	AbiJ	AbiJ	CP002110.1_403	CP002110.1_403	CP002110.1_403	1	AbiJ__AbiJ
GCA_000159535.2_ASM15953v2_genomic_RosmerTA_7	RosmerTA	RosmerTA	CP002110.1_335	CP002110.1_336	CP002110.1_335,CP002110.1_336	2	RosmerTA__RmrA_2603008502,RosmerTA__RmrT_2603008502
GCA_000159535.2_ASM15953v2_genomic_RM_Type_IV_8	RM	RM_Type_IV	CP002110.1_394	CP002110.1_395	CP002110.1_394,CP002110.1_395	2	RM_Type_IV__Type_IV_REases,RM_Type_IV__Type_IV_REases
