query,target,evalue,lddt,pdb_id,chain,SCIENTIFIC_NAME
rank00000_coA_proteinbinders_8548_A,6xe0-assembly1_V,0.05072,0.6474,6xe0,V,Escherichia coli K-12
rank00000_coA_proteinbinders_8548_A,7k9b-assembly2_B,0.05709,0.6418,7k9b,B,Halalkalibacterium halodurans C-125
rank00000_coA_proteinbinders_8548_A,8hkz-assembly1_L141,0.2226,0.6385,8hkz,L141,Sulfolobus acidocaldarius DSM 639
rank00000_coA_proteinbinders_8548_A,8wic-assembly1_X,0.05381,0.6359,8wic,X,Mycolicibacterium smegmatis MC2 155
rank00000_coA_proteinbinders_8548_A,2cgh-assembly2_B,0.1161,0.6333,2cgh,B,Mycobacterium tuberculosis H37Rv
rank00000_coA_proteinbinders_8548_A,8whx-assembly1_X,0.1757,0.6332,8whx,X,Mycolicibacterium smegmatis MC2 155
rank00000_coA_proteinbinders_8548_A,7k9e-assembly2_C,0.2098,0.633,7k9e,C,Halalkalibacterium halodurans C-125
rank00000_coA_proteinbinders_8548_A,7mt3-assembly1_U,0.08142,0.6301,7mt3,U,Mycobacterium tuberculosis H37Rv
rank00000_coA_proteinbinders_8548_A,6gsk-assembly2_C5,1.037,0.6245,6gsk,C5,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,8v9k-assembly1_W,0.0478,0.6214,8v9k,W,Mycolicibacterium smegmatis MC2 155
rank00000_coA_proteinbinders_8548_A,8a57-assembly1_X,0.09165,0.6197,8a57,X,Listeria monocytogenes EGD-e
rank00000_coA_proteinbinders_8548_A,7mkn-assembly1_L,0.9773,0.6185,7mkn,L,Escherichia coli K-12
rank00000_coA_proteinbinders_8548_A,4op0-assembly2_B,0.1471,0.6179,4op0,B,Mycobacterium tuberculosis H37Rv
rank00000_coA_proteinbinders_8548_A,2lq8-assembly1_A,0.04506,0.6176,2lq8,A,Thermotoga maritima
rank00000_coA_proteinbinders_8548_A,2d6f-assembly1_B,0.1307,0.6112,2d6f,B,Methanothermobacter thermautotrophicus
rank00000_coA_proteinbinders_8548_A,7nhn-assembly1_X,0.1032,0.6061,7nhn,X,Listeria monocytogenes EGD-e
rank00000_coA_proteinbinders_8548_A,8kab-assembly1_V,0.04247,0.6035,8kab,V,Mycolicibacterium smegmatis MC2 155
rank00000_coA_proteinbinders_8548_A,1nz9-assembly1_A,0.01648,0.6032,1nz9,A,Thermus thermophilus
rank00000_coA_proteinbinders_8548_A,5o61-assembly1_V,0.02215,0.6025,5o61,V,Mycolicibacterium smegmatis MC2 155
rank00000_coA_proteinbinders_8548_A,6ddg-assembly1_G,0.1032,0.6012,6ddg,G,Staphylococcus aureus
rank00000_coA_proteinbinders_8548_A,9e7f-assembly1_AV,0.6852,0.6007,9e7f,AV,Pyrobaculum calidifontis JCM 11548
rank00000_coA_proteinbinders_8548_A,6ztj-assembly1_CF,0.4528,0.598,6ztj,CF,Escherichia coli
rank00000_coA_proteinbinders_8548_A,7xam-assembly1_V,0.02806,0.5978,7xam,V,Mycolicibacterium smegmatis MC2 155
rank00000_coA_proteinbinders_8548_A,6wqn-assembly1_G,0.5097,0.5951,6wqn,G,Staphylococcus aureus
rank00000_coA_proteinbinders_8548_A,3l1a-assembly2_B,0.1978,0.5946,3l1a,B,Mycobacterium tuberculosis H37Rv
rank00000_coA_proteinbinders_8548_A,8hky-assembly1_L141,0.8183,0.5938,8hky,L141,Sulfolobus acidocaldarius DSM 639
rank00000_coA_proteinbinders_8548_A,8a63-assembly1_X,0.03773,0.5933,8a63,X,Listeria monocytogenes EGD-e
rank00000_coA_proteinbinders_8548_A,7ttw-assembly1_G,0.2362,0.5928,7ttw,G,Staphylococcus aureus
rank00000_coA_proteinbinders_8548_A,5n8o-assembly1_A,0.7713,0.5909,5n8o,A,Escherichia coli
rank00000_coA_proteinbinders_8548_A,4wu1-assembly2_C5,1.874,0.5901,4wu1,C5,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,3res-assembly1_A,0.9773,0.5889,3res,A,Escherichia coli BL21
rank00000_coA_proteinbinders_8548_A,6x6t-assembly1_AB,0.4268,0.586,6x6t,AB,Escherichia coli
rank00000_coA_proteinbinders_8548_A,6skf-assembly1_BX,0.09723,0.5836,6skf,BX,Thermococcus kodakarensis
rank00000_coA_proteinbinders_8548_A,1kq1-assembly1_A,0.6852,0.5836,1kq1,A,Staphylococcus aureus
rank00000_coA_proteinbinders_8548_A,7qv2-assembly1_U,1.314,0.5802,7qv2,U,Bacillus subtilis subsp. subtilis str. 168
rank00000_coA_proteinbinders_8548_A,7unw-assembly1_W,0.4023,0.5801,7unw,W,Pseudomonas aeruginosa PAO1
rank00000_coA_proteinbinders_8548_A,7pi8-assembly1_t,0.1387,0.5785,7pi8,T,Mycoplasmoides pneumoniae M129
rank00000_coA_proteinbinders_8548_A,5v93-assembly1_U,0.08638,0.5783,5v93,U,Mycobacterium tuberculosis
rank00000_coA_proteinbinders_8548_A,1lnx-assembly1_A,0.3369,0.5783,1lnx,A,Pyrobaculum aerophilum
rank00000_coA_proteinbinders_8548_A,4l0j-assembly1_A,0.2506,0.5781,4l0j,A,Escherichia coli
rank00000_coA_proteinbinders_8548_A,7pio-assembly1_t,0.3175,0.5774,7pio,T,Mycoplasmoides pneumoniae M129
rank00000_coA_proteinbinders_8548_A,8hl5-assembly1_L24P,0.09165,0.5772,8hl5,L24P,Sulfolobus acidocaldarius DSM 639
rank00000_coA_proteinbinders_8548_A,5ib7-assembly2_C5,0.5408,0.5766,5ib7,C5,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,1i8f-assembly1_G,0.2821,0.5762,1i8f,G,Pyrobaculum aerophilum
rank00000_coA_proteinbinders_8548_A,8e6x-assembly1_F,0.8682,0.5725,8e6x,F,Escherichia coli
rank00000_coA_proteinbinders_8548_A,9bss-assembly1_P,0.2821,0.5715,9bss,P,Bacillus subtilis subsp. subtilis str. 168
rank00000_coA_proteinbinders_8548_A,4v6u-assembly1_BU,0.1561,0.5707,4v6u,BU,Pyrococcus furiosus DSM 3638
rank00000_coA_proteinbinders_8548_A,3gqb-assembly2_D,0.2506,0.5683,3gqb,D,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,8bnx-assembly2_B,0.6459,0.5647,8bnx,B,Deferribacter desulfuricans
rank00000_coA_proteinbinders_8548_A,7nhl-assembly1_X,0.8183,0.5639,7nhl,X,Staphylococcus aureus subsp. aureus NCTC 8325
rank00000_coA_proteinbinders_8548_A,2k5l-assembly1_A,0.2821,0.5637,2k5l,A,Acetivibrio thermocellus ATCC 27405
rank00000_coA_proteinbinders_8548_A,7p6z-assembly1_t,0.8682,0.5613,7p6z,T,Mycoplasmoides pneumoniae M129
rank00000_coA_proteinbinders_8548_A,3cc2-assembly1_T,0.1656,0.5601,3cc2,T,Haloarcula marismortui
rank00000_coA_proteinbinders_8548_A,8uu4-assembly1_W,0.3792,0.5593,8uu4,W,Listeria innocua
rank00000_coA_proteinbinders_8548_A,7jil-assembly1_U,0.09723,0.5583,7jil,U,Flavobacterium johnsoniae
rank00000_coA_proteinbinders_8548_A,1loj-assembly1_B,0.9211,0.5576,1loj,B,Methanothermobacter thermautotrophicus str. Delta H
rank00000_coA_proteinbinders_8548_A,6wu9-assembly1_V,0.6852,0.5573,6wu9,V,Enterococcus faecalis OG1RF
rank00000_coA_proteinbinders_8548_A,9gux-assembly1_Z,0.3369,0.5569,9gux,Z,Escherichia coli K-12
rank00000_coA_proteinbinders_8548_A,6pvk-assembly1_U,0.4805,0.5561,6pvk,U,Bacillus subtilis
rank00000_coA_proteinbinders_8548_A,7azs-assembly1_L24A,0.07674,0.5549,7azs,L24A,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,7p7s-assembly1_X,0.4805,0.5548,7p7s,X,Enterococcus faecalis
rank00000_coA_proteinbinders_8548_A,6gsk-assembly1_G8,0.4528,0.5544,6gsk,G8,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,6o8x-assembly1_V,0.9211,0.5544,6o8x,V,Enterococcus faecalis
rank00000_coA_proteinbinders_8548_A,7par-assembly1_t,1.167,0.5513,7par,T,Mycoplasmoides pneumoniae M129
rank00000_coA_proteinbinders_8548_A,1m8v-assembly1_B,0.3792,0.551,1m8v,B,Pyrococcus abyssi
rank00000_coA_proteinbinders_8548_A,4xq3-assembly1_F,0.2993,0.5509,4xq3,F,Saccharolobus solfataricus 98/2
rank00000_coA_proteinbinders_8548_A,5zr6-assembly1_A,2.835,0.5508,5zr6,A,Mycobacterium tuberculosis
rank00000_coA_proteinbinders_8548_A,6cfk-assembly1_1Y,0.9773,0.5497,6cfk,1Y,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,8y39-assembly1_S,0.4805,0.5492,8y39,S,Staphylococcus aureus
rank00000_coA_proteinbinders_8548_A,2cgh-assembly1_A,0.08638,0.5479,2cgh,A,Mycobacterium tuberculosis H37Rv
rank00000_coA_proteinbinders_8548_A,6wrs-assembly1_G,0.6459,0.5464,6wrs,G,Staphylococcus aureus
rank00000_coA_proteinbinders_8548_A,2kds-assembly1_A,0.3369,0.5463,2kds,A,Saccharolobus solfataricus
rank00000_coA_proteinbinders_8548_A,7phc-assembly1_t,0.3792,0.5463,7phc,T,Mycoplasmoides pneumoniae M129
rank00000_coA_proteinbinders_8548_A,8igw-assembly1_D,0.4528,0.5453,8igw,D,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,3m1u-assembly1_A,9.823,0.5442,3m1u,A,Nitratidesulfovibrio vulgaris str. Hildenborough
rank00000_coA_proteinbinders_8548_A,3ic8-assembly2_A,1.569,0.5441,3ic8,A,Pseudomonas syringae pv. tomato
rank00000_coA_proteinbinders_8548_A,3m1u-assembly1_B,5.767,0.5439,3m1u,B,Nitratidesulfovibrio vulgaris str. Hildenborough
rank00000_coA_proteinbinders_8548_A,8phj-assembly1_t,0.1561,0.5437,8phj,T,Escherichia coli
rank00000_coA_proteinbinders_8548_A,6spg-assembly1_U,0.9773,0.5431,6spg,U,Pseudomonas aeruginosa
rank00000_coA_proteinbinders_8548_A,8igw-assembly1_E,1.037,0.5428,8igw,E,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,8bnv-assembly1_A,0.4528,0.5423,8bnv,A,Deferribacter desulfuricans
rank00000_coA_proteinbinders_8548_A,6ddd-assembly1_G,1.037,0.5423,6ddd,G,Staphylococcus aureus
rank00000_coA_proteinbinders_8548_A,6gwk-assembly4_W,0.5738,0.5407,6gwk,W,Caulobacter vibrioides CB15
rank00000_coA_proteinbinders_8548_A,8uu6-assembly1_W,0.2098,0.5404,8uu6,W,Listeria innocua
rank00000_coA_proteinbinders_8548_A,8wd8-assembly1_B,6.119,0.5398,8wd8,B,Thermococcus thioreducens
rank00000_coA_proteinbinders_8548_A,4noy-assembly1_A,0.3792,0.5396,4noy,A,Listeria monocytogenes
rank00000_coA_proteinbinders_8548_A,3vr5-assembly1_F,0.2993,0.5388,3vr5,F,Enterococcus hirae
rank00000_coA_proteinbinders_8548_A,2k4y-assembly1_A,0.9211,0.5375,2k4y,A,Clostridium acetobutylicum
rank00000_coA_proteinbinders_8548_A,6q95-assembly1_U,8.225,0.5374,6q95,U,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,5vpp-assembly2_YY,0.3792,0.5367,5vpp,YY,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,7ttu-assembly1_G,0.3369,0.5366,7ttu,G,Staphylococcus aureus
rank00000_coA_proteinbinders_8548_A,7ogm-assembly1_D,1.766,0.5362,7ogm,D,Escherichia coli
rank00000_coA_proteinbinders_8548_A,3vr3-assembly1_D,0.5738,0.5358,3vr3,D,Enterococcus hirae
rank00000_coA_proteinbinders_8548_A,4v7w-assembly1_BY,1.988,0.5353,4v7w,BY,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,4xty-assembly2_B,0.2098,0.5345,4xty,B,Mycobacterium tuberculosis
rank00000_coA_proteinbinders_8548_A,7coq-assembly1_F,0.4528,0.5342,7coq,F,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,4xtz-assembly2_B,0.2098,0.534,4xtz,B,Mycobacterium tuberculosis
rank00000_coA_proteinbinders_8548_A,4xu2-assembly2_B,0.1757,0.5325,4xu2,B,Mycobacterium tuberculosis
rank00000_coA_proteinbinders_8548_A,3l2z-assembly1_A,0.1161,0.5323,3l2z,A,Mycobacterium tuberculosis H37Rv
rank00000_coA_proteinbinders_8548_A,1u1s-assembly1_A,1.1,0.5321,1u1s,A,Pseudomonas aeruginosa
rank00000_coA_proteinbinders_8548_A,5mkn-assembly4_Y,0.1561,0.532,5mkn,Y,Methanococcus vannielii
rank00000_coA_proteinbinders_8548_A,4xtw-assembly2_B,0.1561,0.5315,4xtw,B,Mycobacterium tuberculosis
rank00000_coA_proteinbinders_8548_A,3oby-assembly1_A,0.5408,0.5303,3oby,A,Archaeoglobus fulgidus
rank00000_coA_proteinbinders_8548_A,5cdf-assembly1_E,1.167,0.5294,5cdf,E,Paracoccus denitrificans
rank00000_coA_proteinbinders_8548_A,6hqz-assembly1_B,3.191,0.5286,6hqz,B,Erwinia amylovora
rank00000_coA_proteinbinders_8548_A,6tmf-assembly1_F,0.1656,0.5282,6tmf,F,Thermococcus celer Vu 13 = JCM 8558
rank00000_coA_proteinbinders_8548_A,3inz-assembly1_B,0.8183,0.5275,3inz,B,Pseudomonas aeruginosa
rank00000_coA_proteinbinders_8548_A,7zai-assembly1_E,0.9773,0.5269,7zai,E,Pyrococcus abyssi GE5
rank00000_coA_proteinbinders_8548_A,3fb9-assembly1_A,0.2506,0.5265,3fb9,A,Streptococcus pneumoniae TIGR4
rank00000_coA_proteinbinders_8548_A,4wce-assembly1_R,3.386,0.5235,4wce,R,Staphylococcus aureus subsp. aureus NCTC 8325
rank00000_coA_proteinbinders_8548_A,4v2s-assembly1_A,0.9773,0.5224,4v2s,A,Escherichia coli K-12
rank00000_coA_proteinbinders_8548_A,4v2s-assembly1_E,0.9773,0.5221,4v2s,E,Escherichia coli K-12
rank00000_coA_proteinbinders_8548_A,5mkn-assembly4_Z,0.2226,0.5219,5mkn,Z,Methanococcus vannielii
rank00000_coA_proteinbinders_8548_A,8qkh-assembly1_s,0.2821,0.5208,8qkh,S,Staphylococcus phage 812
rank00000_coA_proteinbinders_8548_A,4mmk-assembly1_A,1.238,0.5204,4mmk,A,Pseudomonas aeruginosa PAO1
rank00000_coA_proteinbinders_8548_A,8p9m-assembly1_B,0.6088,0.5197,8p9m,B,Chromobacterium haemolyticum
rank00000_coA_proteinbinders_8548_A,8fn2-assembly1_W,0.5738,0.5175,8fn2,W,Borreliella burgdorferi B31
rank00000_coA_proteinbinders_8548_A,1m5q-assembly1_H,0.1978,0.5165,1m5q,H,Pyrobaculum aerophilum
rank00000_coA_proteinbinders_8548_A,6tfl-assembly1_A,0.2226,0.5158,6tfl,A,Halobacterium salinarum R1
rank00000_coA_proteinbinders_8548_A,6q45-assembly1_F,3.386,0.5147,6q45,F,Fusobacterium nucleatum subsp. nucleatum ATCC 25586
rank00000_coA_proteinbinders_8548_A,7aso-assembly1_Z,0.4023,0.5143,7aso,Z,Staphylococcus aureus
rank00000_coA_proteinbinders_8548_A,2lrj-assembly1_A,0.3175,0.5134,2lrj,A,Staphylococcus aureus subsp. aureus COL
rank00000_coA_proteinbinders_8548_A,5mki-assembly2_N,0.3175,0.5129,5mki,N,Methanococcus vannielii SB
rank00000_coA_proteinbinders_8548_A,6ope-assembly1_RY,0.6459,0.5127,6ope,RY,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,5mki-assembly1_D,0.3574,0.5124,5mki,D,Methanococcus vannielii SB
rank00000_coA_proteinbinders_8548_A,7aqd-assembly1_U,1.479,0.5108,7aqd,U,Bacillus subtilis subsp. subtilis str. 168
rank00000_coA_proteinbinders_8548_A,4v7m-assembly1_BY,0.2659,0.5103,4v7m,BY,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,4wt1-assembly1_G8,0.8682,0.5102,4wt1,G8,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,8bvh-assembly1_C,0.9211,0.51,8bvh,C,Pseudomonas aeruginosa
rank00000_coA_proteinbinders_8548_A,6yef-assembly1_X,0.1864,0.509,6yef,X,Staphylococcus aureus subsp. aureus NCTC 8325
rank00000_coA_proteinbinders_8548_A,8igv-assembly1_D,0.8183,0.5078,8igv,D,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,4xq3-assembly1_A,0.6459,0.5074,4xq3,A,Saccharolobus solfataricus 98/2
rank00000_coA_proteinbinders_8548_A,1t6z-assembly1_A,3.008,0.5073,1t6z,A,Thermotoga maritima
rank00000_coA_proteinbinders_8548_A,5ik2-assembly1_E,1.1,0.5063,5ik2,E,Caldalkalibacillus thermarum TA2.A1
rank00000_coA_proteinbinders_8548_A,3hru-assembly1_B,3.386,0.5063,3hru,B,Streptococcus gordonii
rank00000_coA_proteinbinders_8548_A,5zea-assembly1_F,0.3792,0.5057,5zea,F,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,4xej-assembly2_BL24,1.238,0.5057,4xej,BL24,Thermus thermophilus HB27
rank00000_coA_proteinbinders_8548_A,7dqe-assembly1_E,0.3175,0.5056,7dqe,E,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,6o8y-assembly1_V,1.394,0.5054,6o8y,V,Enterococcus faecalis
rank00000_coA_proteinbinders_8548_A,6n1d-assembly1_AL24,1.1,0.5044,6n1d,AL24,Thermus thermophilus HB27
rank00000_coA_proteinbinders_8548_A,8igv-assembly1_F,0.5738,0.5013,8igv,F,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,6qnq-assembly2_C5,0.3792,0.5012,6qnq,C5,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,7asm-assembly1_S,0.8682,0.5007,7asm,S,Staphylococcus aureus
rank00000_coA_proteinbinders_8548_A,8w8d-assembly1_d,4.044,0.5004,8w8d,D,Escherichia coli K-12
rank00000_coA_proteinbinders_8548_A,8igw-assembly2_J,0.5408,0.5,8igw,J,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,8igw-assembly1_F,1.1,0.4967,8igw,F,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,7paq-assembly1_t,1.569,0.495,7paq,T,Mycoplasmoides pneumoniae M129
rank00000_coA_proteinbinders_8548_A,6bdg-assembly1_A,1.238,0.495,6bdg,A,Escherichia coli S88
rank00000_coA_proteinbinders_8548_A,3m4g-assembly2_G,1.1,0.4905,3m4g,G,Pseudomonas aeruginosa
rank00000_coA_proteinbinders_8548_A,6yi2-assembly1_A,0.1864,0.4881,6yi2,A,Escherichia coli
rank00000_coA_proteinbinders_8548_A,1i4k-assembly6_T,1.314,0.4854,1i4k,T,Archaeoglobus fulgidus
rank00000_coA_proteinbinders_8548_A,3mbt-assembly1_A,6.887,0.4815,3mbt,A,Escherichia coli K-12
rank00000_coA_proteinbinders_8548_A,6je4-assembly4_O,2.835,0.4805,6je4,O,Neisseria meningitidis 8013
rank00000_coA_proteinbinders_8548_A,3pv5-assembly1_C,3.386,0.479,3pv5,C,Legionella fallonii
rank00000_coA_proteinbinders_8548_A,4v7z-assembly2_DY,0.9773,0.4783,4v7z,DY,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,1s4m-assembly2_B,0.5097,0.4781,1s4m,B,Thermotoga maritima
rank00000_coA_proteinbinders_8548_A,4xtu-assembly1_A,0.4268,0.4771,4xtu,A,Mycobacterium tuberculosis
rank00000_coA_proteinbinders_8548_A,4v87-assembly1_AU,0.6088,0.4765,4v87,AU,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,4xu3-assembly1_A,0.3574,0.4739,4xu3,A,Mycobacterium tuberculosis
rank00000_coA_proteinbinders_8548_A,3hrt-assembly1_A,5.123,0.4736,3hrt,A,Streptococcus gordonii
rank00000_coA_proteinbinders_8548_A,4xu2-assembly1_A,0.3369,0.4724,4xu2,A,Mycobacterium tuberculosis
rank00000_coA_proteinbinders_8548_A,2qi2-assembly1_A,0.3792,0.4713,2qi2,A,Thermoplasma acidophilum
rank00000_coA_proteinbinders_8548_A,6sf7-assembly4_D,1.238,0.4709,6sf7,D,Staphylococcus aureus subsp. aureus USA300
rank00000_coA_proteinbinders_8548_A,1qwd-assembly1_B,9.823,0.4703,1qwd,B,Escherichia coli
rank00000_coA_proteinbinders_8548_A,6e55-assembly5_E,0.5408,0.4676,6e55,E,Klebsiella pneumoniae
rank00000_coA_proteinbinders_8548_A,2aco-assembly1_B,9.823,0.4671,2aco,B,Escherichia coli
rank00000_coA_proteinbinders_8548_A,2gre-assembly1_G,0.6459,0.4637,2gre,G,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,5xe3-assembly1_B,2.835,0.4629,5xe3,B,Mycobacterium tuberculosis H37Rv
rank00000_coA_proteinbinders_8548_A,2lp6-assembly1_A,0.6852,0.4579,2lp6,A,Pyrococcus furiosus DSM 3638
rank00000_coA_proteinbinders_8548_A,2gre-assembly1_B,1.874,0.4566,2gre,B,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,2gre-assembly2_O,0.7713,0.4565,2gre,O,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,5x2h-assembly1_A,4.044,0.4563,5x2h,A,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819
rank00000_coA_proteinbinders_8548_A,2gre-assembly1_A,1.167,0.456,2gre,A,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,7pis-assembly1_t,0.2098,0.4556,7pis,T,Mycoplasmoides pneumoniae M129
rank00000_coA_proteinbinders_8548_A,8igv-assembly1_E,0.6852,0.4551,8igv,E,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,2gre-assembly2_M,2.238,0.454,2gre,M,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,3pv5-assembly1_D,4.829,0.4537,3pv5,D,Legionella fallonii
rank00000_coA_proteinbinders_8548_A,2gre-assembly1_L,1.238,0.4533,2gre,L,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,7dqd-assembly2_L,0.5097,0.4515,7dqd,L,Enterococcus hirae ATCC 9790
rank00000_coA_proteinbinders_8548_A,2gre-assembly2_N,1.394,0.451,2gre,N,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,4mi7-assembly1_A,7.307,0.4492,4mi7,A,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344
rank00000_coA_proteinbinders_8548_A,3b79-assembly1_A,1.314,0.449,3b79,A,Vibrio parahaemolyticus RIMD 2210633
rank00000_coA_proteinbinders_8548_A,2gre-assembly1_K,2.672,0.449,2gre,K,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,6m0x-assembly1_A,3.592,0.4477,6m0x,A,Streptococcus thermophilus LMD-9
rank00000_coA_proteinbinders_8548_A,2gre-assembly1_C,2.374,0.4471,2gre,C,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,2gre-assembly1_J,1.238,0.4469,2gre,J,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,3lgu-assembly1_A,0.6088,0.4456,3lgu,A,Escherichia coli K-12
rank00000_coA_proteinbinders_8548_A,2gre-assembly1_H,1.238,0.4456,2gre,H,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,4cgk-assembly1_A,1.569,0.4456,4cgk,A,Streptococcus pneumoniae D39
rank00000_coA_proteinbinders_8548_A,8ptm-assembly1_b,1.238,0.4442,8ptm,B,Escherichia coli
rank00000_coA_proteinbinders_8548_A,4r55-assembly1_A,1.665,0.4433,4r55,A,Saccharolobus solfataricus P2
rank00000_coA_proteinbinders_8548_A,2gre-assembly1_D,2.109,0.4432,2gre,D,Bacillus cereus
rank00000_coA_proteinbinders_8548_A,6kyt-assembly2_E,2.672,0.4429,6kyt,E,Mycobacterium tuberculosis H37Rv
rank00000_coA_proteinbinders_8548_A,1t6y-assembly1_A,4.29,0.4407,1t6y,A,Thermotoga maritima
rank00000_coA_proteinbinders_8548_A,6gzx-assembly1_T1,4.829,0.4389,6gzx,T1,Thermus thermophilus HB8
rank00000_coA_proteinbinders_8548_A,3lgv-assembly1_A,0.9773,0.4386,3lgv,A,Escherichia coli K-12
rank00000_coA_proteinbinders_8548_A,2qf0-assembly2_D,0.5738,0.4385,2qf0,D,Escherichia coli K-12
rank00000_coA_proteinbinders_8548_A,3cnw-assembly1_A,4.044,0.4379,3cnw,A,Bacillus cereus ATCC 14579
rank00000_coA_proteinbinders_8548_A,1sqr-assembly1_A,1.167,0.437,1sqr,A,Pyrococcus furiosus
rank00000_coA_proteinbinders_8548_A,5mrt-assembly2_B,2.835,0.4369,5mrt,B,Lysobacter sp. XL1
rank00000_coA_proteinbinders_8548_A,6skg-assembly1_Bf,1.238,0.4334,6skg,BF,Thermococcus kodakarensis
